"","date","sg","sf","sb","gs","gf","gb","fs","fg","fb","bs","bg","bf"
"1","2013-01-03",0.0703744075731774,0.115440708058308,0.0471872061218523,0.00898276208983557,0.0169990368819415,0.00205447378561064,0.019965774246042,0.023033309589178,0.0150867876000244,0.0799169119809271,0.027259625722089,0.147735216108454
"2","2013-01-04",0.0446506006842658,0.0731761133526466,0.0296755654093653,0.00581842944936864,0.0108621633835065,0.00122963883952456,0.0169536942307852,0.0193122498494781,0.0125930018968695,0.0803201928629326,0.0255402324615249,0.14711603169313
"3","2013-01-07",0.0114430688382981,0.0178986618935548,0.00731706544391498,0.0052645073965934,0.00934255795355131,0.00112257805544324,0.0175613535775847,0.0199245257787655,0.0128847446964868,0.0814525633372146,0.0271624622289548,0.146186144367499
"4","2013-01-08",0.157725207483445,0.24718818789498,0.100491646545329,0.00407730648922325,0.00720795855283272,0.000861509653113948,0.0204045283403006,0.0230164784213523,0.0148590491398106,0.0825845707873615,0.0273877812762734,0.147931658488866
"5","2013-01-09",0.0101527560568816,0.0159388148369352,0.00640581177543248,0.00317536779451282,0.00560073872921796,0.000622822992984739,0.0232084385793193,0.0260750486117442,0.0161180824707147,0.0850080015315744,0.0264265327389023,0.146895708759541
"6","2013-01-10",0.06624322189125,0.102985212966362,0.0396216933010454,0.00315743400750006,0.00532639736565431,0.000586750906243723,0.0163652925648608,0.0177578192101489,0.0107319541222259,0.0879140783898393,0.0273140644460862,0.149849500974905
"7","2013-01-11",0.0449221083383812,0.0683158227833765,0.0268901116969899,0.00262805408157403,0.00433547534649131,0.000473290082653995,0.0126777706372813,0.0137525787610892,0.00889028935960176,0.0916798863931374,0.0275825679881347,0.16333368850253
"8","2013-01-14",0.0586031805898107,0.0895949198115055,0.0350701348467237,0.00281759399225356,0.004642039360854,0.000470104786525439,0.0120308057212866,0.0129647134360479,0.00827265459051058,0.0936719340021569,0.0261161707265251,0.16455292792834
"9","2013-01-15",0.0739655971207917,0.113496679775318,0.0440827412064197,0.00211337360418895,0.00347714371562069,0.000344554453403374,0.0135654792270846,0.0145454818816075,0.00902654600304946,0.0976637589851052,0.0267162931215941,0.167314838827485
"10","2013-01-16",0.0183518946457476,0.0272883086516483,0.0105793608720616,0.0020507097067845,0.00324222471242699,0.000319632745755462,0.0169993652458563,0.0180749006357454,0.0112540530450659,0.102722884710338,0.027773829249958,0.175412543796675
"11","2013-01-17",0.156366922762364,0.236718310476172,0.0908814379427649,0.00236580144847242,0.00375279220731244,0.000367798522388892,0.0210129659535378,0.0220179366909416,0.0140142621094584,0.112854804753753,0.0301871032466272,0.196046726631961
"12","2013-01-18",0.0193904196062637,0.029644718545013,0.0112422025913326,0.00245533347971935,0.00388299949304283,0.000380704551873708,0.0215353257803554,0.0222765622145645,0.0139539308466867,0.114787971262927,0.0306979775452872,0.196127017812066
"13","2013-01-22",0.0710501128897277,0.106349762154644,0.0482464224424227,0.00276570144384738,0.00501752384033756,0.000190347499753936,0.020760321735325,0.0251620764392747,0.00462617022126284,0.119251141756144,0.0120865981525528,0.0585762388738156
"14","2013-01-23",0.0462906726863017,0.070747500973883,0.0306619461535541,0.00396981268531306,0.00716596021613319,0.000236266465785677,0.0262191417471214,0.0309674351735689,0.00277331360485821,0.114309401139258,0.0102708832960986,0.0278980499407515
"15","2013-01-24",0.0203023543795015,0.0311545521898977,0.0133428174888877,0.00356343617562811,0.00633190059463393,0.000286211955296301,0.0343438167616887,0.0397684397912689,0.00676706812718126,0.114616213371542,0.014007599015011,0.0527317293574249
"16","2013-01-25",0.145434737845225,0.232713546463761,0.0995694668549737,0.00353249091537061,0.00661689067963797,0.000295222939300711,0.0372739772940817,0.0436340103143246,0.00833510793967755,0.114463472644754,0.0139726227797267,0.0598229592772742
"17","2013-01-28",0.0141722538501894,0.0201209096476698,0.00943691567365472,0.0043228418176975,0.00768704611885207,0.000352947201518949,0.0309750329327113,0.0387965610556363,0.00810065012725098,0.114482216321553,0.01403741940244,0.0638357056421254
"18","2013-01-29",0.0328260223569316,0.040416363284638,0.0239020631410742,0.00536384762870269,0.0106012900756148,0.00051555264731891,0.0199280675510867,0.031989577242055,0.00829475941911437,0.113585039031375,0.0149934160448357,0.0799432099519193
"19","2013-01-30",0.113615382900909,0.142400503177019,0.0824220487056409,0.00663742359411556,0.0128490022466907,0.000595048807073292,0.0181807715393379,0.028080691112271,0.00888534215691071,0.114187687455311,0.01411126874403,0.0964160295476534
"20","2013-01-31",0.0597047241975562,0.0742495792163374,0.0404397651827756,0.00737040484367679,0.0134162832583443,0.000611075767445227,0.0185825545922441,0.0271995045001753,0.00894277161578919,0.115387787986678,0.0141241928108,0.101955801213432
"21","2013-02-01",0.0367229435476477,0.0620536822090952,0.0383155521035929,0.00569659728959087,0.0162660656431788,0.000737599186319966,0.0132613532340772,0.0224091184773336,0.00762825547999759,0.1167897091466,0.0144934535875374,0.108801387233836
"22","2013-02-05",0.00915486506857104,0.0173909110005414,0.00855141929432148,0.00875854487643833,0.0225929580466993,0.00102408015451063,0.0154216852100207,0.0209412492284581,0.00720077070934222,0.116900387633289,0.0146329432467372,0.111006198618261
"23","2013-02-06",0.113219125371037,0.213575473422635,0.100760494577738,0.0111795606035308,0.0281088431619429,0.000785095740750751,0.0153235569980336,0.020424255923649,0.0075006305076862,0.114846345245924,0.00906242803699532,0.119156146649912
