"","date","sg","sf","sb","gs","gf","gb","fs","fg","fb","bs","bg","bf"
"1","2013-01-03",0.00393997111286526,0.00704232743876243,0.00245127623515304,0.0558313209298197,0.0554286721004486,0.0243896861041063,0.00260638565222161,0.00144767832179809,0.000601470251217421,0.0443166457531484,0.0311168748211254,0.0293809817554673
"2","2013-01-04",0.00233502098406137,0.00459830467359292,0.00193322582689398,0.0463305496821721,0.0502097508314041,0.0203523598152033,0.00214982508830223,0.00118308727867829,0.000491504959761658,0.0429127543350423,0.0227688926201766,0.0233359944010747
"3","2013-01-07",0.00171980280937103,0.00387364574712655,0.00169934920724151,0.0388774213361469,0.0481420429398708,0.0176090756610463,0.00187600974838421,0.00103138523141099,0.000440139002631556,0.0466607510836742,0.0213888214075481,0.0249542055058597
"4","2013-01-08",0.00148534041007513,0.00328345869173003,0.00136100138824614,0.0388030058106437,0.0468057678817327,0.0173505562500232,0.00172035488144775,0.000938742519985165,0.000400937345450661,0.0568472044033491,0.0277411572601624,0.0319624866302726
"5","2013-01-09",0.00165823057430082,0.00343550192315111,0.00153960974608247,0.0417911798785551,0.0474740085884155,0.0178955321343372,0.0016028430283807,0.000878854511229344,0.000346581605229453,0.124921136168759,0.0576142849942611,0.0602739955846775
"6","2013-01-10",0.00162648943645423,0.00329903776995379,0.00136042636730154,0.0423279731029831,0.0469995368149638,0.0179261843258364,0.00152816823771052,0.00083656797183702,0.000294019921617163,0.11742295642201,0.0594551668433592,0.054786158243303
"7","2013-01-11",0.001532171486275,0.00357696892742136,0.000557158939224422,0.0349261555024515,0.0409930944028695,0.0186565379073306,0.00152104583385725,0.000764705878310985,0.000363982353834937,0.0234463943539834,0.0344417024040182,0.0360205345446028
"8","2013-01-14",0.00142788050191111,0.00419393166497474,4.59948685940207e-05,0.0262248527259701,0.0417153580158131,0.0210433825172288,0.00155141369142076,0.000840196852786875,0.000237872209699177,0.00139062752020099,0.0346414284705803,0.0194419081688051
"9","2013-01-15",0.000973471451262166,0.00303177764366962,2.2201413506995e-05,0.0233431312627277,0.0389309965978444,0.0198598169115283,0.00164966875528017,0.000883403329266931,0.000251150843773401,0.000584218189890715,0.0217938419423905,0.0121459000007561
"10","2013-01-16",0.00109130573612651,0.00267094860054334,0.000557777046143167,0.0289708222677383,0.039043700799578,0.0200942096943149,0.00183928870983216,0.00101279364266741,0.000218659247435917,0.0138999289180446,0.0188629010918924,0.00791289570010702
"11","2013-01-17",0.00125901602180406,0.00301956614855421,0.000574428108911154,0.029428068979367,0.0385623880222538,0.0199854298322861,0.00215578153268489,0.00117785983069997,0.000267088773729668,0.0135576928824779,0.0201805544011229,0.00882969220306281
"12","2013-01-18",0.00137805166142365,0.00323956134663215,0.000650492981617678,0.0298736495569544,0.038273360123951,0.0198385644613246,0.00266594859269218,0.00145291220163788,0.000340525161993337,0.0129264993800549,0.0181855221188622,0.00822284263493724
"13","2013-01-22",0.00147081322675283,0.00384305241252728,0.00110325081594024,0.0270387985046185,0.0388278914622089,0.0194542347494625,0.00314275681007921,0.00172722300160591,0.000429904415730941,0.0189039139913485,0.0181326702922119,0.00900772101909199
"14","2013-01-23",0.00157111294945164,0.00395995854856638,0.000979742094386281,0.0280225770620865,0.0396860770437883,0.0199473723481366,0.00359034909584713,0.00201736064885552,0.000353203551330597,0.0176803704065743,0.0201820195277953,0.00703005377921934
"15","2013-01-24",0.00164621815947203,0.0038675924456633,0.00113068812019139,0.0311114948135553,0.0419224753945241,0.020439903079756,0.00448997408723711,0.00257523318277831,0.000274185789879299,0.0250151760324364,0.0239279821635091,0.00522519627875699
"16","2013-01-25",0.000981097289813545,0.00299032881646309,0.0010067328538022,0.024805226725042,0.0408013060276861,0.0205622697385067,0.00493136735575058,0.00266128477803972,0.000277380100925621,0.0397606913606186,0.0321203014685801,0.00664303652226778
"17","2013-01-28",0.000888310207906822,0.00286776949266108,0.000864515195253318,0.0241216657044489,0.0370001506387074,0.0205120553630579,0.00488265439073692,0.00231991778794418,0.000270162364523951,0.0355653561174833,0.0310757106456931,0.0065278126968158
"18","2013-01-29",0.000772060729886536,0.00208668731308542,0.000413265962382274,0.0287849121207228,0.0653648262910817,0.0177086629170122,0.00436409628894619,0.00366663445534101,0.00179408308827273,0.0261787485087341,0.0300878787466106,0.0543406503092163
"19","2013-01-30",0.000693124675108285,0.00169555921990591,0.000422905723812361,0.0323581262473187,0.0668286903736042,0.0178152389446191,0.00410532137217144,0.00346597274015748,0.0012945776941456,0.0294337406181343,0.0265596007119235,0.0372130963694038
"20","2013-01-31",0.000605527779222163,0.00163841566219909,0.00055445542479232,0.0291317069454852,0.0686242897112255,0.0159279176708455,0.00381242056745312,0.00331911816772642,0.00139822209386689,0.0312096682918781,0.0186358693584776,0.0338237654184415
"21","2013-02-01",0.000714349204700979,0.00191277496616897,0.00065232979528554,0.0292556928728292,0.0656146243593791,0.0153158606683001,0.00343355019156695,0.00287594347079867,0.00112998670406503,0.0299866515961549,0.0171910475902245,0.0289370707151692
