"","date","sg","sf","sb","gs","gf","gb","fs","fg","fb","bs","bg","bf"
"1","2013-01-03",0.00525429858877447,0.00280561176194119,0.0127953039986278,0.0113739195709772,0.0260209733948776,0.0160197156196446,0.0170434219439315,0.0728736015937766,0.0819689237226475,0.109843349568957,0.0635305415919239,0.115662089160794
"2","2013-01-04",0.00461519016376086,0.0034872490335626,0.00992908923499334,0.0095506364906456,0.0206905070974861,0.0127783728617603,0.0271039811156174,0.0775617118854358,0.0617346265228564,0.0453472494233055,0.0282016408135102,0.0360195771753582
"3","2013-01-08",0.00399025550719206,0.00160445150664961,0.00648458279600121,0.0097705753405885,0.0109551953153926,0.0379817679093053,0.0190369004799737,0.0528750326221641,0.0583862012339541,0.0351776443106355,0.0841473526019487,0.0266422589476053
"4","2013-01-09",0.00392956103996205,0.00170725911062219,0.00495785185307033,0.0135743217852827,0.0134000011719651,0.0392853640441458,0.0270551542433989,0.0612654149035157,0.0600486193297829,0.0450075318243365,0.103240080146073,0.0344246551265634
"5","2013-01-10",0.0046939731554387,0.00214382722486042,0.0061633527815967,0.0193242789046243,0.0199605801617782,0.0564887308710731,0.0270569106258233,0.0609741538460242,0.0602304610414006,0.0909897741007129,0.202569791990848,0.0705646598222027
"6","2013-01-11",0.00960076239988988,0.00195994868302348,0.0127661408266606,0.0107845498023864,0.0126739601409294,0.0309154931484242,0.0115870154897045,0.0664919853229202,0.0589732025200114,0.0703121092607632,0.151582957239922,0.0550338131989781
"7","2013-01-14",0.0246752120979763,0.00655833011852397,0.0271884504940686,0.00814711872408103,0.0168793874829475,0.0444040533149909,0.0152959733813674,0.119160438677379,0.0583042877349766,0.0457833805086188,0.22646592417757,0.0421641735735509
"8","2013-01-15",0.0280726974040581,0.00784722058279018,0.0329977445193959,0.00528712726396194,0.011238227285079,0.028086805844916,0.0153693188816048,0.116783594280603,0.0579949884368428,0.0399435412731036,0.180521545109215,0.035905348778116
"9","2013-01-16",0.0588592406588497,0.0200527765708539,0.0491945311239304,0.0075882816400503,0.0115823974954994,0.02681425067243,0.0267911899211725,0.120006057694729,0.0593967934131931,0.0371615312543326,0.1571135544381,0.0336222422485019
"10","2013-01-17",0.0670612955739575,0.0183296933754565,0.0576990539629891,0.0096778008960291,0.0151879952955639,0.0337481045086704,0.0209542903068107,0.120270059372442,0.0611003875428631,0.0366176628810738,0.148411163994728,0.0339425714376544
"11","2013-01-18",0.0879078849354499,0.0367342879788945,0.0705518333833383,0.010073392733742,0.0143460206635445,0.0301939111752408,0.0366281712658321,0.124809256135653,0.058835886641005,0.0402619053611705,0.150368704345912,0.0336790177709115
"12","2013-01-22",0.109775708101857,0.0545010708687692,0.0717267903061893,0.0155956475167666,0.0199649215857688,0.0349260735682634,0.0532596090226715,0.13733195936842,0.0580375190960679,0.0411770029703684,0.141132143405815,0.0341235548506372
"13","2013-01-23",0.133279903014826,0.0573933902199196,0.0816625066106044,0.0294391432051021,0.0352068216440352,0.0593707365589115,0.0500109412833869,0.138888547105637,0.0595322126068969,0.04088696505499,0.134578011649662,0.0342558833557373
"14","2013-01-24",0.140220840450894,0.059826426338855,0.0885078144796944,0.0231321104596169,0.0283442775263951,0.046068176503876,0.0488112332150589,0.14017131416936,0.0604861608770126,0.0376701901993368,0.118854198203736,0.0316015011295187
"15","2013-01-25",0.173723057393856,0.0858745289810525,0.084594540803399,0.0139788263108734,0.0155694448378935,0.0182947134657579,0.073388304428065,0.16530718118147,0.0610588329158386,0.0380961628691988,0.10238851980705,0.0322258564934458
"16","2013-01-28",0.240559668368748,0.16238110493266,0.0902639157662038,0.0110808760301539,0.00977746191849731,0.0104035539505209,0.142585984500633,0.186342830634338,0.0622335607979727,0.0499595030283874,0.125007014630491,0.0392837301154168
"17","2013-01-29",0.238000265594684,0.161857685166745,0.0905968150499989,0.0075886881370499,0.00697390038821336,0.00721612024873536,0.141075554521483,0.190588223359052,0.0641031946502045,0.0562766974436555,0.140582146732101,0.0457535142048285
"18","2013-01-30",0.233152966298537,0.165571003681776,0.0933419500703696,0.00736720348924762,0.00701191874793437,0.00713336740942255,0.142305520696974,0.190678919757811,0.0653527077615155,0.0619157146618167,0.149746573312132,0.0505154665179926
"19","2013-01-31",0.234520350533452,0.121490059641804,0.0958660850551441,0.00673663567503226,0.00633712258070231,0.00644799599239721,0.104072222078415,0.188958736770667,0.0674584204677077,0.0641701556870335,0.15025548458415,0.0527936947656082
"20","2013-02-01",0.201084880455841,0.107687542308108,0.0975250869136178,0.00580812043763133,0.00649896363853981,0.00612244498886395,0.092281471103503,0.192777019563446,0.068267400448072,0.0635835814416587,0.138196592903877,0.0520228049263778
"21","2013-02-04",0.213154410075304,0.168645909844958,0.0960997715584973,0.00549658481613542,0.0060379792299964,0.00517281760228952,0.146859619452711,0.203854345172859,0.068057364811258,0.0643365563954232,0.134296288402718,0.0524052076959483
"22","2013-02-05",0.271403262392905,0.442462697836071,0.103670667226707,0.00605598713441266,0.00576976879835651,0.00445788267967775,0.384921045769167,0.225034987882378,0.0883035423476432,0.0666276930530282,0.128397816209968,0.0651381568531549
"23","2013-02-06",0.239972010635038,0.420457577304905,0.0981423848039922,0.00684710012369654,0.00676388219300578,0.00532923744431295,0.380709804669733,0.214709114757611,0.0734090616723622,0.0567172931755486,0.107938871106659,0.0466022598448032
"24","2013-02-07",0.227021639059485,0.426693750204938,0.0969302894160569,0.00739738848986867,0.00766065720662939,0.00588590907248268,0.381047894080083,0.210022419997897,0.0682393765464186,0.0373912037193798,0.0696806692693731,0.0294143556707447
"25","2013-02-08",0.207340176866201,0.363011507008087,0.0942709338513299,0.0112857818734522,0.0135377664285321,0.00916684237979945,0.328998604025684,0.225482186629929,0.0618346362690131,0.0355658048382332,0.0635369565655642,0.0257474102776402
"26","2013-02-11",0.197496037916243,0.350543212437439,0.0903436264058892,0.0136008239127794,0.0172294033853302,0.0113837543576598,0.312438060724797,0.223065252413411,0.0696122948196092,0.0316171515742771,0.0578500724742192,0.0273994009409671
"27","2013-02-12",0.179727912213588,0.347346224896619,0.0930998267657718,0.0146911621913061,0.021816242785398,0.0141222601326817,0.298288972658065,0.229291322257446,0.0674010243903941,0.0285675405168123,0.0530136323713795,0.0240988227982102
"28","2013-02-13",0.189407728451889,0.351809843740203,0.0942792537263079,0.0265612598189808,0.0388021774712938,0.0211548516682691,0.296618231883442,0.23339295251522,0.0669075419998243,0.0252779022259743,0.040446775419259,0.0212959671301811
"29","2013-02-14",0.179537092154354,0.339803769735082,0.09670742577802,0.0430031615593213,0.065793683446158,0.0349701754186149,0.285222908497474,0.230672947901208,0.0666520701367044,0.0261420781447223,0.039466798414483,0.0214901156607198
"30","2013-02-15",0.214526840608096,0.397540384805018,0.107350245199683,0.0309879030904947,0.0426142005133165,0.0236903077379526,0.330881138677881,0.245688959938541,0.101122990627502,0.0297331033478862,0.0454252524575206,0.0335874039316435
"31","2013-02-19",0.123647835781596,0.374509682982104,0.10827529350816,0.0147928294422147,0.0346756151985816,0.0102745572065833,0.314467649218284,0.243505152609462,0.0754131192730938,0.0308647357972591,0.0244811366421211,0.0253754202932714
"32","2013-02-20",0.130870235934664,0.369396159326949,0.106168477395427,0.00857174515027011,0.0190567521314394,0.00578052748139549,0.30917518517011,0.243677220033772,0.069348673075191,0.0333676321004373,0.0277376015139845,0.0259402609155405
"33","2013-02-21",0.107819593812712,0.366413814199037,0.102652520605535,0.00481176258472313,0.011987159179016,0.00540698738257283,0.305378666231561,0.224015914693832,0.0670154465983028,0.0368802180247446,0.0435284014867073,0.0288719140437935
"34","2013-02-22",0.127648665462355,0.482119638120927,0.0994996585117531,0.00504972577180946,0.0107007920465798,0.00473998690025786,0.400727583662334,0.225036093957648,0.0610374275110575,0.0426674878085166,0.0513808292076959,0.0315314378519796
