,stock,gold,exchange,rate
2013-01-03,-0.005623893075734188,-0.0072332501383476355,0.002838031501484992,0.018000000000000002
2013-01-04,0.005627082667457373,-0.018527803891687178,-0.0009113463240255377,-0.0088
2013-01-07,-0.00329548275991165,-0.0012137755759171753,-0.0014193027524489563,0.0
2013-01-08,0.00042072663148218226,0.007780754502303644,0.0010139931917276905,-0.0268
2013-01-09,0.0013928931150939405,0.0011554934600228606,0.0010129660509606477,0.0092
2013-01-10,0.006169915417077121,0.009644108946264218,-0.003245109834901375,0.0
2013-01-11,0.00019363604103439513,-0.0134457547809399,-0.00010157956227941842,0.0
2013-01-14,7.220712179645261e-05,0.007448880909687539,-0.0006096941556614117,0.0
2013-01-15,0.0030802090183268405,0.006329653583232009,0.00030489354370035956,0.0
2013-01-16,-0.002625661933345569,-0.0004961848329756435,0.0020302514333435887,-0.0091
2013-01-17,0.0052136784035070605,-0.0009506999259727422,-0.0004057206668900814,0.0183
2013-01-18,0.0040125374598734,0.016415777002937837,0.0061694253836402,0.0
2013-01-22,0.007744755803045678,0.0013764134987974685,-0.0005035500383353186,-0.0179
2013-01-23,-0.0023873216359096006,0.005072173373521949,0.006326275052877321,-0.0273
2013-01-24,0.00230856382588307,-0.006860091104989863,0.0038963034456090022,-0.009300000000000001
2013-01-25,-0.0005452365069125165,-0.0012355296890156353,0.0035831629856836055,0.009399999999999999
2013-01-28,-5.617859175721662e-05,-0.0016138580080333753,0.0,0.009300000000000001
2013-01-29,0.001142457546277953,-0.000754025995762575,-0.004081841497987623,0.0
2013-01-30,-0.0028191238182913025,0.0071344508588016,-0.0008982484759855027,0.0
2013-01-31,-0.008571588700924337,-0.011670585648497322,-0.004202527698050772,-0.018500000000000003
2013-02-01,0.006567932003802568,0.0026485786137921963,0.0,0.0189
2013-02-04,-0.004018611373247438,-0.001698848133599995,0.001302670658686723,-0.009300000000000001
2013-02-05,0.002201603432860466,0.0035864043095035214,-0.002406257427325966,0.0
2013-02-06,0.0012498413842489953,-0.0009523211299473644,-0.0007029171349319527,-0.009300000000000001
2013-02-07,-0.00044440073449969475,-0.0026400912965218737,0.0025081528072129398,-0.009399999999999999
2013-02-08,0.003545782489199567,0.004250720598303559,0.004698364218415612,-0.0095
2013-02-11,-0.004155097021381948,-0.005056134949366964,0.0015944198694137126,0.0096
2013-02-12,0.003200827256407024,-0.00695710596755994,-0.0015944198694137126,0.0
2013-02-13,-0.0010749366360922608,-0.0015209497049673004,-0.0008979796063631358,0.019
2013-02-14,-0.0041957823759695145,-0.0007886531427105936,-0.0005991013658972104,-0.009300000000000001
2013-02-15,-0.0027675882595197265,-0.015935934183519684,0.004882189740385767,0.009399999999999999
2013-02-19,0.009693826194588695,0.00011065279009958573,0.005649452559830745,-0.009300000000000001
2013-02-20,-0.0075348280377660615,-0.00918267622697666,0.00542113594186696,0.0
2013-02-21,-0.005843665880956195,-0.00323116111933075,0.0013752457963179011,0.0
2013-02-22,0.004866316387364122,0.004526903640087454,0.002059328994504752,-0.0189
2013-02-25,-0.004004344173321073,0.008360143583627355,0.006639352645203215,-0.0096
2013-02-26,0.0007561837341505395,0.005208919622929464,-0.0011684519343019284,-0.0194
2013-02-27,0.005666969184082049,0.006658426644234439,-0.0033180473498002593,0.0
2013-02-28,0.007000046584703767,-0.008499895689869419,0.008177615665232271,-0.009899999999999999
2013-03-01,-0.0038062241814511566,-0.0040435332572243965,-0.004177805445100099,-0.01
2013-03-04,-0.005157674951496105,-0.003800704963591528,0.0005839984592688995,0.0
2013-03-05,0.0022504819184074876,0.003099554802632909,0.0002918713840829798,0.0101
2013-03-06,0.007503164111705374,-0.001705723205901677,0.0033988864961961504,0.0
2013-03-07,-0.0004240313597314582,0.002708093927133781,-0.002037945292652353,0.01
2013-03-08,0.0007084369364651621,-0.0016855422638597517,-0.00029147437660832776,0.019799999999999998
2013-03-11,0.0017809540748707775,-0.0018364119955140978,-0.002627099540619262,0.0
2013-03-12,0.001561172587273063,0.008090594406503726,-0.00029232643326317434,-0.0097
2013-03-13,-0.010496262067830386,-0.0011325480171198166,0.0011687933540546168,0.0098
2013-03-14,0.004368935567487853,-0.0032209901247375328,-0.004879010459249728,0.0097
2013-03-15,0.002350377243638846,-0.0007745838536150629,-0.0029388735886011694,0.0
2013-03-18,-0.003769362246998753,0.007706765909615498,0.0029388735886011694,-0.0192
2013-03-19,-0.0006174764817536982,0.00991631248270064,0.004586940165589779,0.0
2013-03-20,0.00411556328819529,-0.0026985670415458074,-0.0015591505789578491,0.0
2013-03-21,-0.006153042628907812,0.0012473283967491255,-0.0010733279071113884,0.0
2013-03-22,0.0007433772723040022,-0.005290632411093732,-0.0009767533497790706,0.0098
2013-03-25,-0.006025634964986537,-0.005936654663364571,-0.00205429272538097,0.0
2013-03-26,0.002022288395277627,-0.00583052665631012,-0.0047114339213198755,0.0
2013-03-27,-0.0005297954979521791,0.0034165168818161007,9.838162239229203e-05,0.0
2013-03-28,0.00394899440675367,-0.003952173458725561,-0.0004920049299740673,0.0
2013-04-01,-0.004304185376824421,0.0008372219496433075,0.0006887391426880669,0.0
2013-04-02,-0.0010276926212373638,-0.010795866976336832,-0.0017720028263428847,0.0097
2013-04-03,-0.02071279606776244,-0.007811978693947452,-0.000394205188903006,0.0
2013-04-04,-0.004766569028175738,-0.016325474369415893,-0.0021709106611633913,0.0
2013-04-05,-0.002526838869627568,0.019211334727307516,0.00404200284130299,-0.0096
2013-04-08,0.001030133728850302,0.0036688358918901542,0.0008850863536937204,0.0097
2013-04-09,0.011236349325429273,-0.002107311527123734,-0.00098347765598197,0.0
2013-04-10,0.004065722161115559,-0.002706107889511422,-0.0018712764607592951,-0.0096
2013-04-11,-0.00428041913078836,-0.009728504552263928,-0.003654144602344634,0.0
2013-04-12,-0.01158643299158335,-0.01675945682222668,0.0030624869576322076,-0.0097
2013-04-15,-0.027337465777630854,-0.08829567191326326,0.011377133311351276,-0.0098
2013-04-16,0.009537146171130217,-0.008458856053798591,-0.0047900770997008485,0.009899999999999999
2013-04-17,-0.014345905542549886,0.013038984656284391,0.005959667876303306,-0.0098
2013-04-18,0.00409712884927238,-0.001958343867489276,-0.0005846243954878878,0.0
2013-04-19,0.0057526811788868315,0.009469299248131335,0.00029235492095381135,0.0
2013-04-22,0.002080623430531503,0.01430799147814632,-0.00019489378350519976,0.009899999999999999
2013-04-23,2.150393563304931e-05,-0.012527293902806491,9.745163970094686e-05,0.0
2013-04-24,0.014735891122448663,0.015721639628665685,-0.0005848523414587643,0.0
2013-04-25,0.004803272982641715,0.00829976024231005,-0.004691173575880295,0.0
2013-04-26,-0.008905255694553915,0.011477078004152652,-0.003827849793433688,0.0
2013-04-29,0.007538493287860604,-0.005876634741193598,-0.005225548001281539,0.0
2013-04-30,0.01161376151393334,-0.007000392768801156,-0.004061220974972028,0.0
2013-05-01,-0.010913914607320052,-0.007465585470972869,0.0005953562390577363,0.0
2013-05-02,0.004724527257604194,0.010121791094050536,0.00019837333927379998,0.0
2013-05-03,0.004705526968420415,0.0,-0.0004960071526718991,0.0
2013-05-06,0.0012767181485102697,0.0004926158337275055,-0.0009927529853370242,0.0098
2013-05-07,0.0008178817160118257,-0.021080826202362957,-0.0023866359777308154,0.0097
