,stock,gold,exchange,rate
2013-01-03,0.001499185900700084,-0.013819634746587539,-0.00045504829789067003,0.0022
2013-01-04,0.004310893853219255,-0.01060709073438204,0.0013096654383275563,-0.0025
2013-01-07,0.0014261969183024803,-0.0011450427341337388,0.0006424419281119143,0.002
2013-01-08,-0.0012271696828900502,0.009336183836136769,0.002628142963071234,-0.0025
2013-01-09,0.006515237550699382,-0.007095294251485029,-0.004007550820265493,-0.0001
2013-01-10,-6.107731922355697e-05,0.0036309465102455363,-0.007462897447733319,-0.0026
2013-01-11,0.0006313237740620536,-0.00826302988084393,-0.0006086162862297684,0.0023
2013-01-14,-0.0005617761722671588,0.0008955832066135372,0.0004347637127737336,-0.0052
2013-01-15,-0.002563526543328365,0.01016871563361832,-5.532306696665046e-05,-0.0001
2013-01-16,0.0026165756286786745,0.0005571475508947543,-0.0017482037905582892,-0.0025
2013-01-17,0.001737917858291027,-0.0011457156345571207,-0.003465878087251628,-0.0001
2013-01-18,0.005971675498507523,0.007057842681268411,0.005443257518232603,-0.0146
2013-01-22,0.0023807949205831846,-0.0007327461586399409,-0.0022133400131170156,0.0149
2013-01-23,0.0027032975165788287,-0.002673404873878127,-0.0015862183862753731,-0.0124
2013-01-24,-0.0003142893389345147,-0.012445888889448753,-0.0026097080077724932,-0.0001
2013-01-25,0.0032341264716677642,-0.003785856389480813,0.0055827908060863685,-0.0001
2013-01-28,0.007359438570164301,0.0038180674210028798,0.006350224443956165,0.0021
2013-01-29,-9.867078695968701e-05,0.0029939334951478713,-0.005240542950302185,-0.0026
2013-01-30,-0.0033776606617426097,0.007942618127191992,0.002152887192139019,-0.0001
2013-01-31,-0.010438709048560924,-0.010247105424864955,-0.0024675653576444745,-0.0001
2013-02-01,0.01077327462505906,-0.003546522554643161,-0.005657467027101681,-0.0001
2013-02-05,-0.0017575552098101355,0.002707381005876641,-0.0006569808405822997,-0.0129
2013-02-06,-0.002573122289220464,0.008622485565867422,0.0029253889093725505,0.0024
2013-02-07,-0.012175898012065645,0.001592381312104152,0.0034756053255815544,0.0074
2013-02-08,0.0015570109296358936,-0.005158494209380748,0.0015879757436603192,-0.0001
2013-02-11,-0.0005652597882992438,-0.008348698096481755,0.0031292547877308508,0.0021
2013-02-12,-0.0042349557364165236,-0.001782601628235625,-0.0026816184180478153,-0.01
2013-02-13,-0.01747088459618773,-0.006911561078352335,-0.0019490732356985951,-0.0151
2013-02-14,-0.004955761550242244,-0.005581689825932656,-0.0010547112722019136,-0.0052
2013-02-15,0.006240532143658939,-0.016885434223510742,-0.0009139328107710121,-0.0001
2013-02-19,0.010964972744297086,-0.005439484686270646,-0.0006776135655917059,-0.0027
2013-02-20,-0.007650196992662117,-0.020824312413829205,-0.0014118558782012514,0.0024
2013-02-21,-0.0036853744993745607,0.012156864917656662,0.007901201907462685,-0.0001
2013-02-22,-0.005928050398225082,-0.006101931179324893,-0.0014262431105538376,-0.0103
2013-02-25,-0.00866475161740432,0.015407266893440408,-0.003842154444655854,-0.0055000000000000005
2013-02-26,-0.00018393679983397249,0.022399812468847813,0.012921167771766218,0.0025
2013-02-27,0.006502044575208643,-0.02180511207283331,-0.00278597233916944,0.005
2013-02-28,0.00792095695459416,-0.010829185786459306,-0.004115312484243905,-0.0001
2013-03-01,-0.0028432764771295638,0.0009619274267951283,0.0016965919779483585,-0.0001
2013-03-04,-0.0028317807745814605,-0.004867822456773752,-0.001547927415785022,-0.0003
2013-03-05,0.0033180734660049893,-0.0012548942140195862,-0.0035976195781191045,-0.0027
2013-03-06,0.0032328270616801547,0.007017233718569216,-7.852375347594531e-05,0.0024
2013-03-07,-0.004335733417809351,-0.0027332202440017994,0.0038717209315426437,-0.0143
2013-03-08,0.0080169316144314,-0.008121371475995787,-0.009075862913964894,-0.0158
2013-03-11,-0.007000813439077547,-0.005371441141422295,-0.01092109016389653,0.0023
2013-03-12,-0.0010886725829468702,-0.00024410959633236473,-0.0053371014348617685,-0.0054
2013-03-13,-0.01575622393392706,-0.003978194197664209,-0.0054222040426363804,-0.0054
2013-03-14,0.0016255974751704372,0.00024862666808544986,0.004651695227940067,-0.0001
2013-03-15,-0.017299771078226556,0.0021429166674753475,-0.0012453051602303589,-0.0001
2013-03-19,-0.012861117590199811,0.014591426093144122,-0.00041008487723370735,-0.0031
2013-03-20,0.010344636823511166,-0.011100385666273027,-0.0034642811224618875,0.0026
2013-03-21,0.0007785575768455288,0.01055752425541634,-0.0005489404779623897,-0.0028000000000000004
2013-03-22,0.0036520601155167753,-0.007894243479070084,-0.0009452063798258692,0.0053
