,stock,gold,exchange,rate
2013-01-03,0.0073550447905716965,-0.01083018331298291,0.002194762081449024,-0.014499999999999999
2013-01-04,-0.0035712587853335975,-0.012349610558275437,-0.005448042149147327,0.0276
2013-01-07,-0.0013663649726538551,-0.0042525800421895354,0.0036353240073976403,-0.0072
2013-01-08,-0.005757075633635367,0.006033411546185086,0.0007636502852974222,0.0018
2013-01-09,0.0038070396328429013,-0.0011340419670471391,0.002287458107598922,-0.0126
2013-01-10,0.0031427961103798197,0.004705147020273692,0.004274931699176601,0.0146
2013-01-11,-0.002856099773987708,-0.008751279659796829,0.0032178714119157834,0.0072
2013-01-14,0.0021677351211231155,0.00485086476102925,-0.002175661833471988,-0.0053
2013-01-15,-0.0006676367075133527,0.008840965386731625,-0.0013266371698374413,-0.0108
2013-01-16,0.0046282472886325365,-0.002816584492265406,0.0017053533266077683,-0.014499999999999999
2013-01-17,0.003831466698535735,0.001528730036548076,-0.005315122611592393,-0.022099999999999998
2013-01-18,0.003064698983274994,0.011264167906389844,0.0009512033438591194,0.037599999999999995
2013-01-21,0.001313263837419143,-0.0015489460623756557,-9.507962926106478e-05,-0.014499999999999999
2013-01-22,0.0003306622273644422,-0.0029677312419646995,0.003132864384183996,0.0018
2013-01-23,0.0018292222754965337,0.00046818964408235075,-0.001232987304684817,-0.0202
2013-01-24,0.004665539482303416,-0.004271760072621866,-0.002090063462727429,-0.0131
2013-01-25,0.005173467459249181,-0.0032582827744942477,-0.006200830743843255,0.011399999999999999
2013-01-29,0.01106740419531782,-0.0001947866307130397,-0.0004785834022908511,0.0507
2013-01-30,0.0015757738806581045,0.010968140177389785,0.002868070799672426,0.0018
2013-01-31,-0.0036642780428337574,-0.008012723374014818,-0.007762749221951304,-0.016
2013-02-01,0.008636894140476414,0.005479808142005993,-0.0003849114751142621,0.0181
2013-02-04,-0.002763360195345399,-0.0035769056423635703,0.0036506909601192947,0.021400000000000002
2013-02-05,-0.005066280917633392,0.00804718021459827,-0.0026886899239282336,-0.0279
2013-02-06,0.007799159658402388,0.006535667878407203,-0.0045294733633508555,-0.0036
2013-02-07,0.002992905502424037,-0.0031604769487891815,-0.003386389961517945,-0.0144
2013-02-08,0.007186868523548995,-0.0010082672576610108,-0.003008980673565278,0.0091
2013-02-11,-0.0023764461178092944,-0.004888711128617551,0.0013600157526634238,-0.0181
2013-02-12,-0.00010283823453960395,-0.006125918235762029,-0.004865716100291986,0.0018
2013-02-13,0.008967553683397966,-0.004760644369753209,0.010480445274700642,0.0202
2013-02-14,0.006617198122368606,-0.0007987949314447462,-0.0006759693174203663,0.023399999999999997
2013-02-15,-0.0005878381231347873,-0.015631907432452685,0.0013514820089701243,-0.0176
2013-02-18,0.005843139665111963,-0.0013174895419325594,-0.007553052272251261,0.0108
2013-02-19,0.0036430630948522946,-0.005834400907225756,0.0040741156362835845,0.0
2013-02-20,0.003302359146827527,-0.006328481109683537,0.002899953699789931,0.0
2013-02-21,-0.02353960339637773,-0.0035693232175768586,-0.011552965738036457,-0.016
2013-02-22,0.007613376722449772,-0.005469499575191605,0.007102924535466723,0.009000000000000001
2013-02-25,0.007468825418635916,0.008688943627094936,-0.003107401995454378,-0.010700000000000001
2013-02-26,-0.010378507646136015,0.009314153278099369,-0.0006810332510145366,-0.0415
2013-02-27,0.006577608135842183,0.008999165935227538,-0.005954432156846129,-0.0113
2013-02-28,0.013310954107636164,-0.012800779282501118,0.005954432156846129,0.0152
2013-03-01,-0.0035229928658004894,-0.0010574983414262107,-0.004193696105756706,0.0
2013-03-04,-0.014977524909161488,-0.0005033492188211142,-0.010611221593664087,-0.0113
2013-03-05,0.012857756246722474,-0.0034722593880687214,0.011490428410422984,0.0304
2013-03-06,0.008129830936516313,-0.006433146930564071,0.0035091175496355237,0.0203
2013-03-07,-0.0014844531226376745,0.0025652224779477706,-0.002533126841671722,0.0108
2013-03-08,0.0027832522579718244,0.005718710270417482,-0.0009759907079638017,0.021400000000000002
2013-03-11,0.004570446159156916,-0.00535464364220406,-0.0019548437463613594,0.012199999999999999
2013-03-12,-0.005658197735703752,0.004209631274531667,0.005950366286373705,0.0121
2013-03-13,-0.0049891046625560875,-0.0005568073072668156,0.002719504395555558,-0.0051
2013-03-14,-0.011887993572134548,-0.010946364554953014,0.005706287547272568,0.049699999999999994
2013-03-15,0.017340074319600163,0.003757793665555731,0.0006748614380017934,-0.011399999999999999
2013-03-18,-0.020688134001790814,0.00650184666639575,-0.0011571843142793095,-0.0446
2013-03-19,-0.005598447061366585,0.00734160324487565,0.002216761545810783,0.0225
2013-03-20,-0.004028233177535867,-0.004526440937698162,-0.0006741465079316972,-0.0169
2013-03-21,-0.0015997166634971194,-0.0009181015340988807,-0.0007710100613247603,0.022400000000000003
2013-03-22,0.0015815981867781659,-0.004583699290768628,0.005672274017416108,-0.0101
2013-03-25,0.00460760888515388,-0.005689072218386215,0.0018198367169859828,0.023799999999999998
2013-03-26,-0.008037908764793045,-0.003928866469783188,0.001147666537599401,-0.013300000000000001
2013-03-27,0.008997329740743965,0.007900943267749483,0.0003822630015967027,-0.0219
2013-03-28,-0.005720043423238508,-0.002104735779116851,-0.003829221604101894,-0.0275
2013-04-02,0.003820338428294434,-0.013586907038270368,0.002968924270537625,0.0053
2013-04-03,-0.005597815725597144,-0.008117778245413376,0.0,0.0123
2013-04-04,-0.00895544098214529,-0.010442630824788246,0.00047803433196756673,-0.0052
2013-04-05,-0.004497754119563879,0.01650404005066175,-0.004118582518372639,-0.012199999999999999
2013-04-08,0.0028702918167873293,0.0031060646052045726,-0.0046176128224496155,-0.0124
2013-04-09,0.01444016538836479,-0.007198301377872696,0.005768692086236871,0.0036
2013-04-10,-0.0017778068482350307,-0.006848907910227631,0.00706919260312977,0.010700000000000001
2013-04-11,0.007833569046306721,-0.008453840104819754,0.0012367408701887822,-0.0106
2013-04-12,0.0012913387306934254,-0.013335931362952635,0.0033221045218005396,0.0018
2013-04-15,-0.009143023883124712,-0.08561902537769761,-0.01028678468042396,-0.026699999999999998
2013-04-16,-0.0034399495144423753,-0.006720540808322184,-0.00797812661593253,-0.0018
2013-04-17,0.010790217804167668,0.012870612557534855,-0.0005792065033052851,0.0092
2013-04-18,-0.016142995623207312,0.0008733883580367419,-0.004936847546868951,-0.02
2013-04-19,0.001519835768844402,0.009073496677479476,0.0030037326978237765,0.0019
2013-04-22,0.006999097114109176,0.018781872460309934,-0.0045575836465729935,0.005600000000000001
2013-04-23,0.009953221474402696,-0.012532971260431403,-0.0051644450961306695,-0.0239
2013-04-24,0.017038241293521494,0.014552760120899677,0.001756955063966486,-0.017
2013-04-26,-0.0009647116319460025,0.016556914669211054,0.005349426752738671,0.0
2013-04-29,0.005536376106064722,-0.00854379036627062,0.00029096552263856504,-0.0058
2013-04-30,0.012680175674587346,-0.0022586916255162848,0.0054158739730326595,-0.0058
2013-05-01,-0.004835199718941752,-0.0008412540128741597,-9.645526894382778e-05,0.0
2013-05-02,-0.007033726059850309,0.013808435502960847,-0.013205357444172183,-0.0252
2013-05-03,-9.162266673357067e-05,-0.005687099770517179,0.0039020632868643837,-0.002
2013-05-06,0.005191685538511237,0.0069627746394953505,0.0018481596622909602,0.012
2013-05-07,-0.002419432749713124,-0.010399071321478992,-0.009471339659682328,-0.0335
2013-05-08,0.01083010617414537,0.013654069709320815,-0.0005888125783465835,0.0
2013-05-09,-0.00026350892091819844,-0.0009170042394064382,0.00489621032970455,0.022400000000000003
2013-05-10,0.0014820555801975388,-0.008641563737270097,-0.016348601271626125,0.0279
2013-05-13,0.000816018585222622,0.005976092518012344,-0.007474993693301676,-0.0155
2013-05-14,0.002041926331617816,0.007525722828098935,-0.0007005254226933126,-0.0059
2013-05-15,-0.005633547189258792,-0.013466763416674077,-0.009758137890842941,0.006
2013-05-16,-0.005020614331547435,-0.017895132484200715,-0.003138766308977716,-0.0158
2013-05-17,0.0029208163090377326,0.0032846835875188773,-0.010295182925190926,-0.016
2013-05-20,0.005441883877733034,-0.016011814699349536,0.001126414537205002,0.0102
2013-05-21,-0.005578938534764433,0.006462814608314993,0.005613118784250429,0.0161
2013-05-22,-0.0028399031984100986,0.04415477122215439,-0.005715467691765175,0.006
2013-05-23,-0.020126180176808006,-0.022761187347180467,-0.016096096582922367,-0.002
2013-05-24,-0.01571810041530064,0.00982128267103377,0.00746117450926842,0.004
2013-05-27,-0.004754940893345605,0.004036171191364346,-0.0054868402055507845,-0.0118
2013-05-28,0.0021731017331845237,-0.008585058559750003,0.0016595792627601136,0.0159
2013-05-29,0.0008204815158148193,0.004138105379924539,-0.011465624875175745,0.0196
