,stock,gold,exchange,rate
2013-01-03,0.007547129247353901,-0.013292436012660502,0.0007107248677200584,0.0104
2013-01-04,0.00704681121930939,-0.007780587391152949,-2.02994163926995e-05,0.0455
2013-01-07,-0.0010184473399768024,-0.0016434281962212083,0.0005276509508520544,-0.056799999999999996
2013-01-08,0.008241288453657347,0.0075587670100993876,0.00048681542543560496,-0.0929
2013-01-09,0.01767911486686735,-0.0010366673055504094,0.0008310951676877565,-0.2738
2013-01-10,0.013698822212662165,0.013365809347407165,0.0006481800546978,0.2788
2013-01-11,-0.002102266013261911,-0.00995302219851446,0.00046562004222039377,0.1174
2013-01-14,-0.003952892915403794,0.005992659296058633,0.0014561931219760904,0.09720000000000001
2013-01-15,-0.004208624166711417,0.008214002426925049,0.0005455261937346023,0.036699999999999997
2013-01-16,0.016601629604018342,-7.090617493510365e-05,-0.0002828282847138208,-0.0472
2013-01-17,0.01096077003808027,0.005630374231913038,4.0408938462688226e-05,-0.0131
2013-01-18,0.009051427748840268,-0.0019654703327347534,0.00010101520287397747,0.0524
2013-01-22,0.03347715191602596,0.0025950870131037362,0.0005042813593365558,0.0506
2013-01-23,-0.0016164530555951018,-0.0038019002767928356,0.0004032420716764129,-0.011699999999999999
2013-01-24,0.004651585888632681,-0.009294504061250208,0.00034262795977779703,-0.0063
2013-01-25,0.007067315872232527,-0.00656935697037575,0.0003022213290519993,0.0203
2013-01-28,0.0006974095857703588,-0.0006986986869836898,0.0012482134052032023,-0.0233
2013-01-29,0.037598468762370274,0.005309998037930086,0.0007642646336489811,-0.0288
2013-01-30,-0.0022300541367865634,0.011069620305704575,0.0005627688374598705,-0.0774
2013-02-01,0.01974361661755175,-0.004338209230043688,0.0012048678111276079,0.0329
2013-02-04,-0.029533119142975295,0.002188234558294866,-6.020892498792563e-05,0.048600000000000004
2013-02-05,-0.02086248544678071,-0.0008044353471809984,0.00016054907819107456,0.0275
2013-02-06,-0.020425174294855353,0.0032473392475314,0.00044137710370684147,0.0134
2013-02-07,0.003931459428931916,-0.001312274136571645,0.0011626975890870472,-0.0848
2013-02-08,-0.006990836515530674,-0.002513315475882294,0.0010012416231530707,-0.1383
2013-02-13,0.008452088641815791,-0.014729188355573797,0.0011401939564765762,0.1561
2013-02-14,-0.0012130215248387088,-0.004121135561629075,0.0005396384553393307,-0.0786
2013-02-15,-0.0025366686279699735,-0.016368079260475454,0.0008188945381970569,0.1192
2013-02-19,-0.008119858329525442,-0.00109400651686542,0.0005577578280488993,0.1245
2013-02-21,-0.04518110449486912,-0.0162752914976938,0.0011941488134135092,-0.1597
2013-02-22,0.0051111488418680295,-0.00038985248551526297,0.0004971414469778779,0.174
2013-02-25,-0.005024735153886795,0.010456801005373606,0.000735316069976566,-0.1252
2013-02-26,-0.0016110825440946996,0.016985656783981895,0.000417101153075361,-0.0115
2013-02-27,0.012522203021269718,-0.01274382658896478,0.0006749379908823627,0.1606
2013-02-28,-0.03556412928934094,-0.011341297886474422,0.0011106704830772252,-0.0308
2013-03-01,0.016642490987912595,0.0014854679504079371,0.0005350613961960793,-0.0688
2013-03-04,0.013009778029566377,-0.0018842304083701578,0.0009505139431256193,0.041299999999999996
2013-03-05,0.016689553635435672,0.0028256432246269725,0.000633174401335701,0.07400000000000001
2013-03-06,0.01256652934066338,0.002332138245831672,0.00073160848369902,-0.0369
2013-03-07,0.028854192941720314,-0.0009880823554588858,0.0007113219031404938,0.0074
2013-03-08,-0.0009920218216610266,0.0024890000730071193,0.000394960311623338,0.0286
2013-03-11,0.010441881168100409,0.0022833240572683877,0.0008683639779925034,-0.1039
2013-03-12,0.007915514745329588,0.00885164779099945,0.0014390335333682724,0.1191
2013-03-13,0.02181847380765234,-0.0021529332740577445,0.0004529654543588002,0.0085
2013-03-14,0.010936199243730016,0.0014358037396267065,0.0010823470273688685,-0.021099999999999997
2013-03-15,-0.00300228759818566,0.002714959504293901,0.001159762280469101,-0.0208
2013-03-18,-0.01217264151074815,0.008547433258952353,0.0012761489525043856,0.0029
2013-03-19,-0.007949577316466616,0.0036111699720109414,0.0,0.0527
2013-03-20,0.01908119284950871,-0.001520766310374455,-0.00017660044196010638,-0.0146
2013-03-21,0.0013935246379919164,0.005088586276475127,0.0007650434388153382,-0.0282
2013-03-22,-0.01728904824884303,-0.001962976355667223,0.001567490573117114,0.028999999999999998
2013-03-25,-0.007394252037288496,-0.001325820142017875,0.0016236786727823471,-0.0191
2013-03-26,0.0036410475537955733,-0.0025665373903560607,0.0006448272379599995,0.0281
2013-03-27,-0.01075016604580803,0.005069390451300393,0.0005858459783243397,-0.1561
2013-04-03,-0.022376527155078207,-0.0315952385822591,0.0015605800721001373,0.035699999999999996
2013-04-04,-0.0026775318505833923,0.0010580154424246757,0.00048718224502275476,0.0104
2013-04-05,0.004741360152307195,0.01601605231520864,0.0008179322351271612,0.1165
2013-04-08,0.019901466585647398,-0.0034596191381286445,-0.00048678382891798044,0.0070999999999999995
2013-04-09,0.027835947825249008,0.007468695985723528,0.0005451819679807013,0.0042
2013-04-10,-0.003473872359988306,-0.016499398900030826,0.0005254298428802873,-0.0975
2013-04-11,0.0071909322950194365,0.0024478076422589368,0.0006223743782662883,0.006999999999999999
2013-04-12,-0.006971476371571583,-0.038400249849280144,0.0006997084833579859,0.11810000000000001
2013-04-15,-0.017584093323300465,-0.10867831167325015,0.0010486455956590923,-0.051100000000000007
2013-04-16,0.020441283430601587,0.016409023394444944,0.0005821060761610486,0.0444
2013-04-17,-0.014023710530961964,0.005648449173019543,0.00011638056457718982,-0.0369
2013-04-18,-0.0032666148842022125,0.011489524517491745,0.00042661289405776515,0.0174
2013-04-19,0.00893223695220513,0.006728610610149843,0.0006395782877697265,0.016399999999999998
2013-04-22,0.024635326105283184,0.020551237878999373,0.0010457011022599882,0.0049
2013-04-23,0.010944310713991712,-0.006898824567782569,0.0005030959858436379,-0.006999999999999999
2013-04-24,0.00952790481045973,0.011887899331286533,0.0010440836215293015,-0.0231
2013-04-25,0.022555366652047937,0.024201660580024154,0.0001159420291154678,0.0316
2013-04-26,0.013105556141074004,-0.004330352553635564,-1.9322738032512277e-05,0.0014000000000000002
2013-04-29,0.021322950256724482,0.011445098991950786,0.0010235909620308625,-0.0076
2013-04-30,0.008150778873373454,0.002853979104060045,0.0006753823403040649,0.0336
2013-05-02,-0.0007231015648478945,-0.005822484209168977,0.0011182017398345678,0.0075
2013-05-03,0.011625661576019297,0.0016085970233934432,0.0013478907553587938,-0.11900000000000001
2013-05-06,0.015389827129551392,0.0035178125353354517,0.0018647934426465618,0.1092
2013-05-07,0.029467326816648765,-0.012033611811741451,0.0005760368822878004,0.0021
2013-05-08,-0.006971283219154856,0.015936074869649985,0.000671623915867503,0.008199999999999999
2013-05-09,-0.04431321011288958,-0.009790775413684116,0.0012844231926743,-0.019799999999999998
2013-05-10,-0.039785069318314825,-0.012496245188536648,0.0013593071542108426,-0.09939999999999999
2013-05-13,-0.03584831417766132,-0.003695383381595363,0.00086057702215947,0.0779
2013-05-14,-0.020212507532166413,-0.0029680458849465907,0.000898034892639954,0.0558
2013-05-15,0.05832088600742402,-0.023693776009091394,-9.549730227376152e-05,-0.059699999999999996
2013-05-16,-0.0038235712920080545,-0.00529352447353304,-0.0002865466374255554,0.0642
2013-05-17,-0.0032345041676578035,-0.014699508046140508,5.731589657975711e-05,-0.0508
2013-05-20,-0.005395149864751758,0.022698408001033954,0.001527213323963883,0.048499999999999995
2013-05-21,-0.010146929094629442,-0.012145700491338118,0.0009342676688910423,0.0027
2013-05-22,-0.025057326565796956,-0.0030259349118253454,0.0007620209162459979,0.024399999999999998
2013-05-23,0.002761324656239239,0.0,0.0017124269268231629,-0.0219
2013-05-24,-0.013535843480836363,0.0145750272940397,0.001139991003532126,-0.024399999999999998
2013-05-28,-0.02543967479103415,-0.009383151664650313,0.00032262043985387123,-0.018500000000000003
2013-05-29,0.015227351401930989,0.009840480572405497,0.0007776566374173566,-0.0417
2013-05-30,0.011601781951672052,0.015720779393850748,0.0010422490781551996,0.0716
2013-05-31,-0.007187321685290016,-0.01458244902595851,0.0007383916651104716,0.0196
