"","ARG","AUS","BRA","CAN","CHN","FRA","GER","IND","JPN","KOR","MEX","RUS","SIN","THA","UK","US"
"ARG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AUS",0,0,-0.228758383562813,0.470243760222396,0.283864146866563,0,0,0,0.131601563344994,0.15259175288159,-0.134144406320166,-0.242251927014003,0.100208893607598,0.339090358307327,0,0
"BRA",0,-0.228758383562813,0,0,0,-0.154310680212694,0,0,0.100391749631561,0.232374535828302,0,0,0.166617329784309,0.214358918929124,0,0.304639703396929
"CAN",0,0.470243760222396,0,0,-0.278758188521543,0,0.299057326154299,0.223407139718187,0,0.146421521661704,0.133223408208969,0.10319459734113,0,-0.165596153125563,0.223567000670566,-0.136991384766123
"CHN",0,0.283864146866563,0,-0.278758188521543,0,0,0,0.275016502379946,0,0,0,0.350605214184523,0,0.166659377458683,0.138117038326329,0.117086253122116
"FRA",0,0,-0.154310680212694,0,0,0,0,0,0,0.156339468523019,0.115991144329517,0.163586597351611,0,0,0,0.185229933574368
"GER",0,0,0,0.299057326154299,0,0,0,0,0,0,0,0.194761397189684,0,0,-0.116319067644637,0.137060914557622
"IND",0,0,0,0.223407139718187,0.275016502379946,0,0,0,0,-0.294341141061852,0.184029952497075,0,0,0,0,0
"JPN",0,0.131601563344994,0.100391749631561,0,0,0,0,0,0,0,0,0,0,-0.0945689631080951,0,0
"KOR",0,0.15259175288159,0.232374535828302,0.146421521661704,0,0.156339468523019,0,-0.294341141061852,0,0,0,-0.198799634974933,0,0.293338691192753,-0.154999322928162,0.218790745767255
"MEX",0,-0.134144406320166,0,0.133223408208969,0,0.115991144329517,0,0.184029952497075,0,0,0,-0.312915504028269,0.149795923751147,0.17451822107973,0,0.137508404538669
"RUS",0,-0.242251927014003,0,0.10319459734113,0.350605214184523,0.163586597351611,0.194761397189684,0,0,-0.198799634974933,-0.312915504028269,0,0.207185759732181,0.182845150451159,0.0985944149162901,0
"SIN",0,0.100208893607598,0.166617329784309,0,0,0,0,0,0,0,0.149795923751147,0.207185759732181,0,0,0.173649034050735,0
"THA",0,0.339090358307327,0.214358918929124,-0.165596153125563,0.166659377458683,0,0,0,-0.0945689631080951,0.293338691192753,0.17451822107973,0.182845150451159,0,0,0.125429234736972,0
"UK",0,0,0,0.223567000670566,0.138117038326329,0,-0.116319067644637,0,0,-0.154999322928162,0,0.0985944149162901,0.173649034050735,0.125429234736972,0,-0.14308242635658
"US",0,0,0.304639703396929,-0.136991384766123,0.117086253122116,0.185229933574368,0.137060914557622,0,0,0.218790745767255,0.137508404538669,0,0,0,-0.14308242635658,0
