"","ARG","AUS","BRA","CAN","CHN","FRA","GER","IND","JPN","KOR","MEX","RUS","SIN","THA","UK","US"
"ARG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AUS",0,0,0,0.582768305514377,0,0,-0.476984139704877,0,0,0,0,0,0,0,0,0
"BRA",0,0,0,0,0.356546497560961,0,0,0,0.292566928010645,0,0,0,0,0,0,0
"CAN",0,0.582768305514377,0,0,0,0,0.598797247498179,0,-0.273778890942912,0.360666308697825,0.221971605543231,-0.360934005727511,0,0,0.32939092429177,0
"CHN",0,0,0.356546497560961,0,0,-0.229597545607496,0.239637165374534,0,0,0,0,-0.399827528807513,0,-0.347134101521266,0,0
"FRA",0,0,0,0,-0.229597545607496,0,0.359280734333032,0,0,0,0,-0.253726448803199,0,0,0,0
"GER",0,-0.476984139704877,0,0.598797247498179,0.239637165374534,0.359280734333032,0,0,0,0,0,0.60246689364363,0.350664198049743,0,0,0
"IND",0,0,0,0,0,0,0,0,0.338202666733794,-0.277362547267324,0,0,0,0,0,0
"JPN",0,0,0.292566928010645,-0.273778890942912,0,0,0,0.338202666733794,0,0.234060096889272,0,0,0,0,0.305132151210294,0
"KOR",0,0,0,0.360666308697825,0,0,0,-0.277362547267324,0.234060096889272,0,0,0,0,0,0,0
"MEX",0,0,0,0.221971605543231,0,0,0,0,0,0,0,0.204843288465907,0,-0.242601244298585,0,0
"RUS",0,0,0,-0.360934005727511,-0.399827528807513,-0.253726448803199,0.60246689364363,0,0,0,0.204843288465907,0,0,-0.253049843210794,0,0
"SIN",0,0,0,0,0,0,0.350664198049743,0,0,0,0,0,0,0.269273988198118,0,0
"THA",0,0,0,0,-0.347134101521266,0,0,0,0,0,-0.242601244298585,-0.253049843210794,0.269273988198118,0,0,0
"UK",0,0,0,0.32939092429177,0,0,0,0,0.305132151210294,0,0,0,0,0,0,-0.222737090744769
"US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.222737090744769,0
