Phase,DD_Positive,DD_Negative,DD_Zero,DE_Positive,DE_Negative,DE_Zero,EE_Positive,EE_Negative,EE_Zero
1,0.10714285714285714,0.03571428571428571,0.8571428571428571,0.171875,0.125,0.703125,0.25,0.17857142857142858,0.5714285714285714
2,0.2857142857142857,0.07142857142857142,0.6428571428571429,0.109375,0.109375,0.78125,0.10714285714285714,0.17857142857142858,0.7142857142857143
3,0.17857142857142858,0.14285714285714285,0.6785714285714286,0.34375,0.140625,0.515625,0.32142857142857145,0.10714285714285714,0.5714285714285714
4,0.2857142857142857,0.10714285714285714,0.6071428571428571,0.34375,0.125,0.53125,0.32142857142857145,0.10714285714285714,0.5714285714285714
5,0.21428571428571427,0.10714285714285714,0.6785714285714286,0.125,0.046875,0.828125,0.07142857142857142,0.17857142857142858,0.75
