"","ARG","AUS","BRA","CAN","CHN","FRA","GER","IND","JPN","KOR","MEX","RUS","SIN","THA","UK","US"
"ARG",0,-0.126993365222194,-0.241640223754391,0.110452402002155,-0.242804903477431,0,-0.129032860450439,0,0,0,0.297280109337177,0.182626076110045,0,0.118474764028119,0,0
"AUS",-0.126993365222194,0,0,0.625527689833057,-0.167015511681007,-0.215238480597335,0.242546437822005,-0.251508740630569,0,0,0,0,0.368172915805376,0,0,0
"BRA",-0.241640223754391,0,0,0,-0.266090323853519,0.338522246661055,-0.363579853362722,0,0,0,0.236354891858137,0.190557931783045,0.625694696758563,0.217289288036875,0,0
"CAN",0.110452402002155,0.625527689833057,0,0,0.234827753009509,0.190818504946947,-0.379013867835309,0,0.333924040629655,0,0.259719954701847,0.189870553844978,-0.150891997338485,0,0,0.197618613345706
"CHN",-0.242804903477431,-0.167015511681007,-0.266090323853519,0.234827753009509,0,0,0.123095052436553,0,-0.309789131718025,0,0,0.543252543732723,0.250670336042669,0.169897985307664,0,-0.273394953663361
"FRA",0,-0.215238480597335,0.338522246661055,0.190818504946947,0,0,0.877331806505089,0,0,0.63138327739513,-0.213322285458686,0,0,0,0,0
"GER",-0.129032860450439,0.242546437822005,-0.363579853362722,-0.379013867835309,0.123095052436553,0.877331806505089,0,-0.116477060428565,0.395006810395663,-0.51559589725757,0.376738156599542,0,0,0,0,0
"IND",0,-0.251508740630569,0,0,0,0,-0.116477060428565,0,0,0,0.195022883576191,0.222245186450198,0,0,0,0
"JPN",0,0,0,0.333924040629655,-0.309789131718025,0,0.395006810395663,0,0,0,-0.112857548516785,0,0.137184830039046,0,0,0.126986811960108
"KOR",0,0,0,0,0,0.63138327739513,-0.51559589725757,0,0,0,0,0,0,0,-0.136113295136604,0.372241766344387
"MEX",0.297280109337177,0,0.236354891858137,0.259719954701847,0,-0.213322285458686,0.376738156599542,0.195022883576191,-0.112857548516785,0,0,-0.308123124136246,0.26106722335249,0,0,0
"RUS",0.182626076110045,0,0.190557931783045,0.189870553844978,0.543252543732723,0,0,0.222245186450198,0,0,-0.308123124136246,0,-0.217171046822658,-0.220237134576466,0,0.38393693521224
"SIN",0,0.368172915805376,0.625694696758563,-0.150891997338485,0.250670336042669,0,0,0,0.137184830039046,0,0.26106722335249,-0.217171046822658,0,-0.183594459858391,0,0.2567890633086
"THA",0.118474764028119,0,0.217289288036875,0,0.169897985307664,0,0,0,0,0,0,-0.220237134576466,-0.183594459858391,0,0.21883018418495,0
"UK",0,0,0,0,0,0,0,0,0,-0.136113295136604,0,0,0,0.21883018418495,0,0.206910146610491
"US",0,0,0,0.197618613345706,-0.273394953663361,0,0,0,0.126986811960108,0.372241766344387,0,0.38393693521224,0.2567890633086,0,0.206910146610491,0
