"","ARG","AUS","BRA","CAN","CHN","FRA","GER","IND","JPN","KOR","MEX","RUS","SIN","THA","UK","US"
"ARG",0,0,0,0,0.41093609781,0,0,0.357650954659373,0.264145718253602,-0.296027227999508,0.129288757276133,0.191231224255924,0.127794439547482,-0.281250252246055,-0.173102667576593,0
"AUS",0,0,0,0.157869833762,0,-0.352602258741798,0.345606597458509,0.247485089959708,-0.0990409679293103,-0.399121921288761,0.202855675430366,0,0.365305415380178,-0.213004980794381,0.215187615345641,0.571989165838361
"BRA",0,0,0,0,-0.184182293156772,-0.197527508380785,0.259682901351486,0,0.114444742602353,0,0,0.561580793378886,0,0,0.122619053435967,-0.114778817722897
"CAN",0,0.157869833762,0,0,-0.204457540516959,0,0.0960941531949696,0.141899620626913,0,0,-0.269833282298232,-0.22612442073995,0.104617536561524,0.407752399946279,0,0
"CHN",0.41093609781,0,-0.184182293156772,-0.204457540516959,0,0,0.126005957776545,0.203236483383398,0,0.122790012541916,-0.250627215729252,0,0,0.24398032006601,0.267841115523087,-0.190646281648327
"FRA",0,-0.352602258741798,-0.197527508380785,0,0,0,0.862081355254828,0.127600320114924,-0.258403593460447,0.143580541020333,0.135948557301805,0,-0.143791334865836,0,0,0.245609746790046
"GER",0,0.345606597458509,0.259682901351486,0.0960941531949696,0.126005957776545,0.862081355254828,0,-0.201814919220003,0.224142839946698,0.154633733948008,0,0,-0.196408373095959,0,0,0
"IND",0.357650954659373,0.247485089959708,0,0.141899620626913,0.203236483383398,0.127600320114924,-0.201814919220003,0,0.132041128755466,0.114388291013183,-0.124972754141313,0,0,-0.12353068380406,0,0
"JPN",0.264145718253602,-0.0990409679293103,0.114444742602353,0,0,-0.258403593460447,0.224142839946698,0.132041128755466,0,0.458009040970656,0.198286092356113,0,-0.369212522076349,0.165810823314206,0.200667145902469,0.241618327314559
"KOR",-0.296027227999508,-0.39912192128876,0,0,0.122790012541916,0.143580541020333,0.154633733948008,0.114388291013183,0.458009040970656,0,-0.108279034627233,0,0.915693163350979,-0.270632251157047,-0.180381910636463,0
"MEX",0.129288757276133,0.202855675430366,0,-0.269833282298232,-0.250627215729252,0.135948557301805,0,-0.124972754141313,0.198286092356113,-0.108279034627233,0,0,0.261473943011563,0.374763551341098,0,-0.224142248486727
"RUS",0.191231224255924,0,0.561580793378886,-0.22612442073995,0,0,0,0,0,0,0,0,0.172867546152961,0.177686352837741,-0.0934135482971111,0
"SIN",0.127794439547482,0.365305415380178,0,0.104617536561524,0,-0.143791334865836,-0.196408373095959,0,-0.369212522076349,0.915693163350979,0.261473943011563,0.172867546152961,0,0.144341124880856,0.14565233222879,0.200388090448265
"THA",-0.281250252246055,-0.213004980794381,0,0.407752399946279,0.24398032006601,0,0,-0.12353068380406,0.165810823314206,-0.270632251157047,0.374763551341098,0.177686352837741,0.144341124880856,0,-0.157344268252719,0.11185919926564
"UK",-0.173102667576593,0.215187615345641,0.122619053435967,0,0.267841115523087,0,0,0,0.200667145902469,-0.180381910636463,0,-0.0934135482971111,0.14565233222879,-0.157344268252719,0,-0.125754280720507
"US",0,0.571989165838361,-0.114778817722897,0,-0.190646281648327,0.245609746790046,0,0,0.241618327314559,0,-0.224142248486727,0,0.200388090448265,0.11185919926564,-0.125754280720507,0
