"","ARG","AUS","BRA","CAN","CHN","FRA","GER","IND","JPN","KOR","MEX","RUS","SIN","THA","UK","US"
"ARG",0,0,0,0,0.448227600986027,0,0,0,0.226265642354861,0,0,0,0,0,-0.290350945518529,0.431904709784276
"AUS",0,0,0,0.584313364270093,0,0,0,0,0,0.38675480541033,0,0,0,-0.559113887792637,0.525098381443603,0
"BRA",0,0,0,0,0,0,0,0,-0.259776550838673,0,0,0.293624250287086,0,0.335671087031788,0,0
"CAN",0,0.584313364270093,0,0,0,0,0,0,0,0,0,0,0,0.664913305701388,-0.510343262356682,0
"CHN",0.448227600986027,0,0,0,0,0,0,0,-0.57715321715937,0.209671385288359,0,0,0,0,0.385515455088761,-0.611824146370246
"FRA",0,0,0,0,0,0,0.687759832312869,-0.244110568507642,-0.35530191586022,0,0,0,0,0,0,-0.299706537082801
"GER",0,0,0,0,0,0.687759832312869,0,0.237218501826523,0,0,0,0,0,0,0,0.237448934985832
"IND",0,0,0,0,0,-0.244110568507642,0.237218501826523,0,-0.298919882651136,-0.397379199117307,0,0.88241092351498,0,0,0.360795409180876,-0.359163957250312
"JPN",0.226265642354861,0,-0.259776550838673,0,-0.57715321715937,-0.35530191586022,0,-0.298919882651136,0,0,0,0.319515355522063,0,0.240646909418366,0.247127089251647,-0.741384612022794
"KOR",0,0.38675480541033,0,0,0.209671385288359,0,0,-0.397379199117307,0,0,0,0.521057433437873,0,0,0,0
"MEX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",0,0,0.293624250287086,0,0,0,0,0.88241092351498,0.319515355522063,0.521057433437873,0,0,0,0,-0.26777517399131,0.256952080039747
"SIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,-0.559113887792637,0.335671087031788,0.664913305701388,0,0,0,0,0.240646909418366,0,0,0,0,0,0.618987883701882,0
"UK",-0.290350945518529,0.525098381443603,0,-0.510343262356682,0.385515455088761,0,0,0.360795409180876,0.247127089251647,0,0,-0.26777517399131,0,0.618987883701882,0,0.305444014155546
"US",0.431904709784276,0,0,0,-0.611824146370246,-0.299706537082801,0.237448934985832,-0.359163957250312,-0.741384612022794,0,0,0.256952080039747,0,0,0.305444014155546,0
