"","ARG","AUS","BRA","CAN","CHN","FRA","GER","IND","JPN","KOR","MEX","RUS","SIN","THA","UK","US"
"ARG",0,-0.197679088620065,0,-0.30201794643419,0.332465669891475,0,0.123490555977172,0.450934243462271,-0.27320827210747,-0.171548858650352,0,0,0,0.156737817854854,-0.121750552311462,0.195135863628636
"AUS",-0.197679088620065,0,0,0.211316287949919,0.237239128905873,0,0.146525175263133,0.122426037409573,0,-0.124948711456559,0,0.248952429713258,0,0,0,-0.121735144993157
"BRA",0,0,0,-0.288856618583231,0.360882345620897,0,0.225378675178226,0.293306865163683,0.136664727929015,-0.100939802025281,0.13606195440593,0,0,-0.137012403535092,0,-0.195643639120185
"CAN",-0.30201794643419,0.211316287949919,-0.288856618583231,0,0,-0.110618493231161,0.193299170764557,0.574054380312381,0,-0.211627854163378,0,0,0,0.241460626704733,0,0.543320403529596
"CHN",0.332465669891475,0.237239128905873,0.360882345620897,0,0,0.134666118286009,-0.132888170337306,0,-0.10635814329779,0.163047238308589,0.15156826162801,-0.098709875087772,0.122953900653523,0,0.241540071081916,0
"FRA",0,0,0,-0.110618493231161,0.134666118286009,0,0.600943716866673,0,0,0,0,0,0,0,0,0.215084581413885
"GER",0.123490555977172,0.146525175263133,0.225378675178226,0.193299170764557,-0.132888170337306,0.600943716866673,0,0,0,0.245746366457708,0,-0.137256600333574,0.167015261774416,0.146182674961785,-0.169533576985485,0
"IND",0.450934243462271,0.122426037409573,0.293306865163683,0.574054380312381,0,0,0,0,0.116690907485497,0.307610573536926,0,0.469796015157526,0,-0.0952421071739468,0,-0.249497646893254
"JPN",-0.27320827210747,0,0.136664727929015,0,-0.10635814329779,0,0,0.116690907485497,0,0.509633994113656,0,-0.0999775835751931,0,0.206262142194006,-0.327838505778653,0.119970675577126
"KOR",-0.171548858650352,-0.124948711456559,-0.100939802025281,-0.211627854163378,0.163047238308589,0,0.245746366457708,0.307610573536926,0.509633994113656,0,0,0.152727290616359,0,-0.16183530433991,0.544192896051518,-0.1079464358506
"MEX",0,0,0.13606195440593,0,0.15156826162801,0,0,0,0,0,0,0,0,0.146744620572556,0,-0.0920512940165757
"RUS",0,0.248952429713258,0,0,-0.098709875087772,0,-0.137256600333574,0.469796015157526,-0.0999775835751931,0.152727290616359,0,0,0.200021905337001,0.157658848515118,-0.102444050872944,0.152464276704978
"SIN",0,0,0,0,0.122953900653523,0,0.167015261774416,0,0,0,0,0.200021905337001,0,0.144547366007451,0,0
"THA",0.156737817854854,0,-0.137012403535092,0.241460626704733,0,0,0.146182674961785,-0.0952421071739468,0.206262142194006,-0.16183530433991,0.146744620572556,0.157658848515118,0.144547366007451,0,0.607051027945133,-0.431782789565376
"UK",-0.121750552311462,0,0,0,0.241540071081916,0,-0.169533576985485,0,-0.327838505778653,0.544192896051518,0,-0.102444050872944,0,0.607051027945133,0,0.219053019420216
"US",0.195135863628636,-0.121735144993157,-0.195643639120185,0.543320403529596,0,0.215084581413885,0,-0.249497646893254,0.119970675577126,-0.1079464358506,-0.0920512940165757,0.152464276704978,0,-0.431782789565376,0.219053019420216,0
