"","ARG","AUS","BRA","CAN","CHN","FRA","GER","IND","JPN","KOR","MEX","RUS","SIN","THA","UK","US"
"ARG",0,-0.231393579747538,0,-0.179428895454685,0.403602121161118,0,0.209268299175157,0.292741287217265,-0.199685237974267,0,0.40623309979808,0,0,-0.175287963492509,-0.222917850749988,0.209500615615029
"AUS",-0.231393579747538,0,0.183999925131425,0,0,-0.246072836935981,0.161970807638408,0,0.233721167919319,0.159894933932506,0.195610041293454,0.190677233549096,0.124039256966923,-0.147318120464948,-0.154706581983392,0.380121127267836
"BRA",0,0.183999925131425,0,-0.331917095516923,0.237594336015667,0,0.233201883038364,0.281424506004634,0.122742343548017,0,0,0,0.121429662438427,-0.268702751555491,0,0.127206316074039
"CAN",-0.179428895454685,0,-0.331917095516923,0,0.204875748574688,0.156010459609742,0.186324332595904,0.220422549047917,0.273611487035717,-0.364600526705677,0.111376903187463,0.259866582496768,0.184658239178854,0,0.173752080776453,0.109892105017595
"CHN",0.403602121161118,0,0.237594336015667,0.204875748574688,0,0,0,-0.184193027454527,-0.302897035397172,0.397406669517304,-0.2773052354942,0,0,0,-0.106357901385203,0.124357836130157
"FRA",0,-0.246072836935981,0,0.156010459609742,0,0,0.540186164325924,0,0,0.103634847994281,0.212532004920574,0.145818472680636,0,-0.20440600364251,0.150603661939523,0.148814571067972
"GER",0.209268299175157,0.161970807638408,0.233201883038364,0.186324332595904,0,0.540186164325924,0,0,0,0,-0.207781006527728,0,0.109412601825454,0.292507506939306,0,-0.16155805964295
"IND",0.292741287217264,0,0.281424506004635,0.220422549047917,-0.184193027454527,0,0,0,0.107938069221304,0,0,-0.134631765521603,0,0.131933948876041,0,0
"JPN",-0.199685237974267,0.233721167919319,0.122742343548017,0.273611487035717,-0.302897035397172,0,0,0.107938069221304,0,0.579288425910056,0,-0.187677053741643,0,0,-0.175587257049101,-0.145944040187704
"KOR",0,0.159894933932506,0,-0.364600526705677,0.397406669517304,0.103634847994281,0,0,0.579288425910056,0,0,0.275480163740522,0,0.161590296299755,0.188734545548072,0
"MEX",0.40623309979808,0.195610041293454,0,0.111376903187463,-0.2773052354942,0.212532004920574,-0.207781006527728,0,0,0,0,0.109840574032247,0.274574669263463,0.19342535406703,0.0949417569388808,0
"RUS",0,0.190677233549096,0,0.259866582496768,0,0.145818472680636,0,-0.134631765521603,-0.187677053741643,0.275480163740522,0.109840574032247,0,-0.0988045196447026,0.149554884255614,0.119052150192561,0
"SIN",0,0.124039256966923,0.121429662438427,0.184658239178854,0,0,0.109412601825454,0,0,0,0.274574669263463,-0.0988045196447026,0,0.194529502631016,0.188450762388117,0
"THA",-0.175287963492509,-0.147318120464948,-0.268702751555491,0,0,-0.20440600364251,0.292507506939306,0.131933948876041,0,0.161590296299755,0.19342535406703,0.149554884255614,0.194529502631016,0,0.241781375031288,0.138770708724748
"UK",-0.222917850749988,-0.154706581983392,0,0.173752080776453,-0.106357901385203,0.150603661939523,0,0,-0.175587257049101,0.188734545548072,0.0949417569388808,0.119052150192561,0.188450762388117,0.241781375031288,0,-0.0953379445633067
"US",0.209500615615029,0.380121127267836,0.127206316074039,0.109892105017595,0.124357836130157,0.148814571067972,-0.16155805964295,0,-0.145944040187704,0,0,0,0,0.138770708724748,-0.0953379445633067,0
