"","ARG","AUS","BRA","CAN","CHN","FRA","GER","IND","JPN","KOR","MEX","RUS","SIN","THA","UK","US"
"ARG",0,-0.178892168191993,0,0,-0.417185367149221,-0.207624117452636,0.179526446372431,0,0,0,0.44185110782695,0.343545974839843,-0.108850043051107,0,0,0.188736646940528
"AUS",-0.178892168191993,0,0,-0.23165750321608,0,0.443763015188176,-0.220886301219052,-0.268882452034454,0.37909481681416,0,0.31850705091716,-0.133166290832955,0,0.338173471379095,0.143777582808422,0
"BRA",0,0,0,0,-0.360995794734723,0,-0.144962152398534,0.482832916857924,0,0.508336183858881,0,0.353083664178325,0.420347709342789,0,-0.453650533367963,-0.170601884903933
"CAN",0,-0.23165750321608,0,0,0.16608446537055,0.217148217963453,-0.169100466359004,-0.331924080707268,0.54299519589947,0,0,0,0.418768862121024,0.204784239831847,0.126157440209995,0
"CHN",-0.417185367149221,0,-0.360995794734723,0.16608446537055,0,-0.260008249530867,0.332233159047905,0.170291862480818,-0.263907259051684,0.136424537350394,0.324232723303044,0.671089923021303,0,0,-0.185707328787336,0
"FRA",-0.207624117452636,0.443763015188176,0,0.217148217963453,-0.260008249530867,0,0.817120549051489,0.225966344796073,0,0.191158394776136,0,0.309303053343107,0,-0.413490994255013,-0.288778696448181,0.300006510315799
"GER",0.179526446372431,-0.220886301219052,-0.144962152398534,-0.169100466359004,0.332233159047905,0.817120549051489,0,-0.18311207306196,0.232869416403546,0,0,-0.356600029006946,0,0.198235591394807,0.129003713472771,-0.288687040662756
"IND",0,-0.268882452034454,0.482832916857924,-0.331924080707268,0.170291862480818,0.225966344796073,-0.18311207306196,0,0,-0.243226042891062,0.216440211137577,-0.258939464442957,0,0,0.262642376211248,0
"JPN",0,0.37909481681416,0,0.54299519589947,-0.263907259051684,0,0.232869416403546,0,0,-0.155770402739887,0,0.164861135718768,-0.231789249665363,-0.17416342371618,0,-0.113608190848147
"KOR",0,0,0.508336183858881,0,0.136424537350394,0.191158394776136,0,-0.243226042891062,-0.155770402739887,0,-0.165784592941718,0,-0.228186488981611,0.258603287045014,0.585170838876581,0.251662178733901
"MEX",0.44185110782695,0.31850705091716,0,0,0.324232723303044,0,0,0.216440211137577,0,-0.165784592941718,0,-0.273934119982337,0.345732753858195,0.163467393279319,0.215365670891116,0
"RUS",0.343545974839843,-0.133166290832955,0.353083664178325,0,0.671089923021303,0.309303053343107,-0.356600029006946,-0.258939464442957,0.164861135718768,0,-0.273934119982337,0,0,-0.116455604042315,0.272343718611756,0
"SIN",-0.108850043051107,0,0.420347709342789,0.418768862121024,0,0,0,0,-0.231789249665363,-0.228186488981611,0.345732753858195,0,0,0.11205743717092,0.316790232558797,0.11437793375967
"THA",0,0.338173471379095,0,0.204784239831847,0,-0.413490994255013,0.198235591394806,0,-0.17416342371618,0.258603287045014,0.163467393279319,-0.116455604042315,0.11205743717092,0,-0.143162082231468,0.143845708326702
"UK",0,0.143777582808422,-0.453650533367963,0.126157440209995,-0.185707328787336,-0.288778696448181,0.129003713472771,0.262642376211248,0,0.585170838876581,0.215365670891116,0.272343718611756,0.316790232558797,-0.143162082231468,0,-0.139840016826064
"US",0.188736646940528,0,-0.170601884903933,0,0,0.300006510315799,-0.288687040662756,0,-0.113608190848147,0.251662178733901,0,0,0.11437793375967,0.143845708326702,-0.139840016826064,0
