"","ARG","AUS","BRA","CAN","CHN","FRA","GER","IND","JPN","KOR","MEX","RUS","SIN","THA","UK","US"
"ARG",0,0,0,-0.16644697663246,-0.154483218481614,0.144159883017758,-0.117538813566974,0.277992486172029,0,0,0.396671134434535,0,-0.232413468066412,0.275994495196683,0,0.145387903461237
"AUS",0,0,0.116564840390374,0.272742651516037,-0.326303028443835,-0.21537510559166,0,0,0,0.198804247566463,0,-0.280188547879338,0,-0.116658375831523,0,0
"BRA",0,0.116564840390374,0,-0.192210261736123,0.222349078235776,0,0.120888380496795,0.116735795822034,0.343102547399317,0.315706637096629,0,0.145876641575174,0,0,0,-0.176934121205025
"CAN",-0.16644697663246,0.272742651516037,-0.192210261736123,0,0,0.112405132577389,0,0.233938689467197,0.303984827652865,0.40020889716326,0.126087491883108,0,0,0.711465580123951,-0.474031295536478,-0.349324107638097
"CHN",-0.154483218481614,-0.326303028443835,0.222349078235776,0,0,0,0,0.198103303319372,0,0.109136004570817,0,0,0.119154619518236,0,0,0
"FRA",0.144159883017758,-0.21537510559166,0,0.112405132577389,0,0,0.911774829178787,0,0.33305904601689,0,-0.399071281832151,0.257097175036848,0.2731086697641,0,-0.147537215671956,0.150388974921517
"GER",-0.117538813566974,0,0.120888380496795,0,0,0.911774829178787,0,-0.134726159582102,-0.430191406049839,0,0.39020395023608,-0.255756819490309,-0.272308924572872,0,0.344942570735849,0
"IND",0.27799248617203,0,0.116735795822034,0.233938689467197,0.198103303319372,0,-0.134726159582102,0,-0.208876379355883,-0.29595074040764,0,-0.18102597471066,0,-0.233835295999504,0.285643187693602,0
"JPN",0,0,0.343102547399317,0.303984827652865,0,0.33305904601689,-0.430191406049839,-0.208876379355883,0,0,-0.155476276368716,-0.131100167946675,0.321477988152133,-0.405403152511241,0.584571059667412,0.134114768327475
"KOR",0,0.198804247566463,0.315706637096629,0.40020889716326,0.109136004570817,0,0,-0.29595074040764,0,0,0,0.134815513222527,-0.125877065367875,-0.154120211699834,0.234604072744853,0.168254559803375
"MEX",0.396671134434535,0,0,0.126087491883108,0,-0.399071281832151,0.39020395023608,0,-0.155476276368716,0,0,0.272413645599641,0.738960243456627,-0.281345025339356,0,0
"RUS",0,-0.280188547879338,0.145876641575174,0,0,0.257097175036848,-0.255756819490309,-0.18102597471066,-0.131100167946675,0.134815513222527,0.272413645599641,0,-0.235735728443417,0,0.159813524301328,0
"SIN",-0.232413468066412,0,0,0,0.119154619518236,0.2731086697641,-0.272308924572872,0,0.321477988152133,-0.125877065367875,0.738960243456627,-0.235735728443417,0,0.130031404960587,0,0
"THA",0.275994495196683,-0.116658375831523,0,0.711465580123951,0,0,0,-0.233835295999504,-0.405403152511241,-0.154120211699834,-0.281345025339356,0,0.130031404960587,0,0.538677839226295,0.300840834694138
"UK",0,0,0,-0.474031295536478,0,-0.147537215671956,0.344942570735849,0.285643187693602,0.584571059667412,0.234604072744853,0,0.159813524301328,0,0.538677839226295,0,-0.24475718954841
"US",0.145387903461237,0,-0.176934121205025,-0.349324107638097,0,0.150388974921517,0,0,0.134114768327475,0.168254559803375,0,0,0,0.300840834694138,-0.24475718954841,0
