"","ARG","AUS","BRA","CAN","CHN","FRA","GER","IND","JPN","KOR","MEX","RUS","SIN","THA","UK","US"
"ARG",0,0,0.320221027023662,-0.246011345902635,0,0.272812635177447,-0.252278820400705,-0.46162892832041,0,0,0.650449992450493,0,0.394233349486936,0,0.239547830355966,0
"AUS",0,0,0,0.206139292097966,0,0,0,0,0,0.22152395877667,0,-0.204174704470747,-0.34727831002884,0.368968953622517,-0.520714882517934,0
"BRA",0.320221027023662,0,0,0,0,-0.240006631181247,0,0,0,0.148950347206285,0,-0.427013512520238,0,-0.168335265790565,0,0.181147643306125
"CAN",-0.246011345902635,0.206139292097966,0,0,0,0,0.176206056696728,-0.591580839939807,0.382763379621408,0.451111504325556,0.418790075952861,0,-0.172430343063251,0,0.418066467748006,0.344314694562515
"CHN",0,0,0,0,0,0,0,0,0,0.281919918187336,0,-0.20647172671826,0.250238014380158,-0.186405582115666,-0.206564510973842,0
"FRA",0.272812635177447,0,-0.240006631181247,0,0,0,0.786560259996817,0,0,0.189142404820209,0,-0.257918028622506,-0.207731395484323,0,0,0
"GER",-0.252278820400705,0,0,0.176206056696728,0,0.786560259996817,0,0,0,-0.371603952165935,0.182886748387927,0.193506310060245,0.244943321063157,0,0.179081896979341,-0.18380992367549
"IND",-0.46162892832041,0,0,-0.591580839939807,0,0,0,0,0.307734180685714,0.484205144568753,0.61229388199746,0,0,0,0.343798668499491,0.348252149166422
"JPN",0,0,0,0.382763379621408,0,0,0,0.307734180685714,0,0,0,0,0,-0.242330862118337,0,0
"KOR",0,0.22152395877667,0.148950347206285,0.451111504325556,0.281919918187336,0.189142404820209,-0.371603952165935,0.484205144568753,0,0,0,0.262923824245568,0.345372598431573,0,0,0
"MEX",0.650449992450493,0,0,0.418790075952861,0,0,0.182886748387927,0.61229388199746,0,0,0,0,0.258469420827283,-0.215948713286036,-0.24801665414656,-0.185879052956138
"RUS",0,-0.204174704470747,-0.427013512520238,0,-0.20647172671826,-0.257918028622506,0.193506310060245,0,0,0.262923824245568,0,0,0,0,0,0.210539001630806
"SIN",0.394233349486936,-0.34727831002884,0,-0.172430343063251,0.250238014380158,-0.207731395484323,0.244943321063157,0,0,0.345372598431573,0.258469420827283,0,0,0,0,0
"THA",0,0.368968953622517,-0.168335265790565,0,-0.186405582115666,0,0,0,-0.242330862118337,0,-0.215948713286036,0,0,0,0.428835839141294,0
"UK",0.239547830355966,-0.520714882517934,0,0.418066467748006,-0.206564510973842,0,0.179081896979341,0.343798668499491,0,0,-0.24801665414656,0,0,0.428835839141294,0,-0.256028558096214
"US",0,0,0.181147643306125,0.344314694562515,0,0,-0.18380992367549,0.348252149166422,0,0,-0.185879052956138,0.210539001630806,0,0,-0.256028558096214,0
