"","ARG","AUS","BRA","CAN","CHN","FRA","GER","IND","JPN","KOR","MEX","RUS","SIN","THA","UK","US"
"ARG",0,-0.220760985441043,0.0828410303568792,0.218474846207994,-0.145987502808196,0.17371065633903,-0.212479493818044,0.0783324357373769,0,-0.170772051580903,0.123433766724308,0,0.243908086944439,0,0.0884379482002053,-0.204965135631428
"AUS",-0.220760985441043,0,0,0.79436118327459,-0.276286046898442,0.126483401057679,-0.130746410908885,-0.154390992913208,-0.103749560843125,0,0,0,-0.263107074348775,0.356010065458086,0.310996673895187,0
"BRA",0.0828410303568792,0,0,-0.0895840936798509,0.0984117610144689,0.0866990653429335,0,0,-0.0742635701038161,0,0.139345924772743,0,0.0748899237224554,0,0,0.106209075265798
"CAN",0.218474846207994,0.79436118327459,-0.0895840936798509,0,0.13048808347898,-0.115292842745019,0.101467609273514,0,0.0924913825837536,0,0.138782469463009,0.267000895232868,0.105266205626029,0,0.0807683593663782,0.135914741043454
"CHN",-0.145987502808196,-0.276286046898442,0.0984117610144689,0.13048808347898,0,0,0,0,0,0,0.254924169909347,0,-0.134177948260797,0.112406657631396,0.143658770166141,0
"FRA",0.17371065633903,0.126483401057679,0.0866990653429335,-0.115292842745019,0,0,0.964220422836204,-0.153106747138047,0.233407730503534,-0.105296386923375,0,0,-0.372665714943869,0.287177563155998,0,-0.0921145350226659
"GER",-0.212479493818044,-0.130746410908885,0,0.101467609273514,0,0.964220422836204,0,0.264215920037334,-0.240280505857676,0.0818079867105317,0,0,0.45647653919408,-0.345657833857892,0,0
"IND",0.0783324357373769,-0.154390992913208,0,0,0,-0.153106747138047,0.264215920037334,0,0.436407181825433,0,0.0810376668997459,0,-0.368946172280598,0.580203395668995,0,0
"JPN",0,-0.103749560843125,-0.0742635701038161,0.0924913825837536,0,0.233407730503534,-0.240280505857676,0.436407181825433,0,-0.120473191097066,0,0.142230351732612,0.0854883995525241,0,0.0724528682276038,0.0841739481615442
"KOR",-0.170772051580903,0,0,0,0,-0.105296386923375,0.0818079867105317,0,-0.120473191097066,0,0,0,-0.158108765132322,0.407354803153296,0.508533087412888,0.105460659760623
"MEX",0.123433766724308,0,0.139345924772743,0.138782469463009,0.254924169909347,0,0,0.0810376668997459,0,0,0,0.148402707107885,0,0,0,0
"RUS",0,0,0,0.267000895232868,0,0,0,0,0.142230351732612,0,0.148402707107885,0,0,-0.102994438096475,-0.303218959480661,-0.116130532168804
"SIN",0.243908086944439,-0.263107074348775,0.0748899237224554,0.105266205626029,-0.134177948260797,-0.372665714943869,0.45647653919408,-0.368946172280598,0.0854883995525241,-0.158108765132322,0,0,0,0.745708488754181,0.341688831396827,0.112864592907933
"THA",0,0.356010065458086,0,0,0.112406657631396,0.287177563155998,-0.345657833857892,0.580203395668995,0,0.407354803153296,0,-0.102994438096475,0.745708488754181,0,-0.537697490310167,-0.129864189320882
"UK",0.0884379482002053,0.310996673895187,0,0.0807683593663782,0.143658770166141,0,0,0,0.0724528682276038,0.508533087412888,0,-0.303218959480661,0.341688831396827,-0.537697490310167,0,-0.138040337454006
"US",-0.204965135631428,0,0.106209075265798,0.135914741043454,0,-0.0921145350226659,0,0,0.0841739481615442,0.105460659760623,0,-0.116130532168804,0.112864592907933,-0.129864189320882,-0.138040337454006,0
