date,ARG,AUS,BRA,CAN,CHN,FRA,GER,IND,JPN,KOR,MEX,RUS,SIN,THA,UK,US
2013-01-03,0.051189807984184404,0.33279288344347546,0.3367246296536236,0.3838737289206455,,0.43887552387436024,0.5351917505168732,0.45521160277544365,,0.2585532904761333,0.5740362197574398,,0.12324033166940287,0.38287406852348926,0.029904162990911677,0.39776859220414224
2013-01-04,0.030721844765873283,0.37826104387193255,0.3275486455633244,0.36943466852577805,,0.3021755946135676,0.33701983181829215,0.38787416124187557,,0.2186012704963632,0.4672479141133976,,0.07592063455399418,0.31782565538834007,0.02191517403939404,0.47844616060558814
2013-01-07,0.040934576836560814,0.3413345926858455,0.3133600229939735,0.3832135678506911,0.1701055387919283,0.228060212174057,,0.3054657345873996,1.1520002831651255,0.20827264968031162,0.3575602335678611,,0.1323577021109555,0.3875228705222014,0.018426115626536517,0.9306431804907283
2013-01-08,0.017803130282744474,0.36931788343327154,0.3170007415931977,0.3796616625393867,0.17403129452352673,0.2473941456690767,0.3470522185714106,0.34424959860825566,1.097805431333468,0.2287000134731183,0.8337358830728884,,0.11034270090592399,0.38995600200791336,0.014865179216999432,0.8648962528886996
2013-01-09,0.04846342913568144,0.38509464045946074,0.3286988176831602,0.3817737755038756,0.17890539720135254,0.2690339057798203,0.4078958145787184,0.35033832254876635,1.153027316276372,0.3594317587373791,0.36562812487776053,,0.10562750551087241,0.40734044177565093,0.014972810905387001,0.8017835713301222
2013-01-10,0.018538913236686563,0.3927090149028101,0.3319239006267721,0.38019108210775027,0.1816051009757119,0.24348316099910716,0.6211604945263831,0.3461842274075128,1.3074414535534307,0.3478626854573295,0.5278534201461215,0.0450106398585754,0.12248730934488028,0.3714600852803602,0.014047788484479764,0.6142754222866592
2013-01-11,0.034298277612544815,0.3955362808222407,0.3495464591278819,0.35069768590216616,0.18346877563839747,0.2629088820190728,0.4926819380336132,0.3076718429987636,1.3026577425013144,0.19680045253417972,0.4654816439712411,0.0278538237564088,0.1315425365282787,0.37827480226026705,0.01158850341979028,0.5689399108386727
2013-01-14,0.02541057635873036,0.36834458530643305,0.37256933270799797,0.35376126567053723,0.2215099333568277,0.3015551897038399,0.6350267302860508,0.2895329028770227,,0.1527548472079847,0.5088071797925399,0.021653799840980117,0.10181985522931125,0.39798544948149317,0.010557313643557237,0.4823953765750536
2013-01-15,0.022080864568906088,0.3959810703211126,0.4016605878193986,0.3586917328081715,0.23797125835744865,0.29425708513297905,0.5600481596596862,0.3036653769402343,1.2953923374605456,0.12346957834189679,0.5663124879216681,0.015220416350562366,0.15808393853635394,0.3981139681425293,0.009680727945418657,0.4788599686646026
2013-01-16,0.03763034920818921,0.41025231077994856,0.42874316272187796,0.35805880217442376,0.22807415393606664,0.3322903500643813,0.6081828471316427,0.3750159326966972,1.3111494463023439,0.13617523145442353,0.41406970801806287,0.014566081787906925,0.15940911847351363,0.33109175513930317,0.008352417797991988,0.4319003887880805
2013-01-17,0.012023623125715345,0.41881884287812704,0.4455314226417464,0.36751161367891527,0.21138035111193806,0.3149908583417287,0.6230000791482386,0.36885268344809524,1.5926295027551856,0.1389975667369541,0.8865868627457535,0.017383340519548873,0.1651939574519893,0.2815838053522221,0.00947592490657511,0.44853340809108383
2013-01-18,0.04526574756458686,0.42497174178011127,0.45224108094505716,0.37473947960311693,0.20902955099667234,0.3156720081743813,0.6943902723906942,0.39315045054961606,1.581861560754686,0.1370479302220808,0.4663751637291319,0.01695253049106637,0.12721743489140333,0.24668506261511247,0.006765642199160743,0.4916599011914758
2013-01-21,,0.4256620163590451,,,,,,,1.768652106113517,,,0.0199718701294648,0.1297319026311773,,,
2013-01-22,0.019812714412164867,0.4501926229461324,0.46300274188728396,0.40227844101571214,0.19842962464267946,0.343378699402305,0.7715520006615944,0.30761394657146685,1.8296076251723892,0.14308223070157838,0.474082417449108,0.027813920947340958,0.15609648639001783,0.3076238779226983,0.0065817390498960696,0.6286509747953553
2013-01-23,0.042076139246260635,0.48544310815134406,0.4861979912541179,0.3981284787439713,0.18933152555281835,0.41022632990947977,0.8545050623097089,0.2690999551908483,1.7526743943034548,0.1450201970560375,0.3715103840826271,0.043245672834806216,0.1990677283299384,0.2914904004874919,0.0065595998162883695,0.6364690871277787
2013-01-24,0.027585012069059844,0.5196697095098726,0.5056289663849048,0.3893899480165584,0.18140548583367816,0.367248959705562,0.8236942435533544,0.381532171215459,1.739171397994278,0.16162611954775902,0.3372161392079619,0.04218300468373199,0.2263053819309479,0.3205828167354266,0.006359530063161815,0.6295093239351813
2013-01-25,0.03766022034488651,0.5392706868889781,,0.36718307970956726,0.20766177517033702,0.4118421108434679,0.8644999694879004,0.4268099328253249,1.6952343278377553,0.1775410230374957,0.7656645059481075,0.0388338392729016,0.1832985189962253,0.30302562362901203,0.007770872610694761,0.8102979030555701
2013-01-28,0.04883435980855,,0.49057396810216136,0.3643208896616864,0.20203812492969897,0.5014396920551404,1.1298792046740227,0.39092247816408887,1.7853149751441812,0.1668960806052324,0.3263204997912992,0.04080105008581987,0.17297765540754573,0.31514928452291896,0.007779190579179774,0.7091394479496242
2013-01-29,0.03126011129763282,0.5279746720814609,0.42935814589932086,0.3620806463753982,0.17768597513006,0.580240127284908,1.1506128054967508,0.3826914604905263,1.7336734463023573,0.23556250673129162,0.3823592083746661,0.044470961503047954,0.22182613500592707,0.312433665669181,0.00855786502938907,0.5922197830420924
